#event,time,magnitude,magnitude error,upper limit,band,instrument,telescope
SN1998bu,2450965.50,12.346,0.08,F,R,,
SN1998bu,2450965.50,12.380,0.09,F,I,,
SN1998bu,2450968.46,13.509,0.27,F,U,,
SN1998bu,2450968.46,13.316,0.12,F,B,,
SN1998bu,2450968.46,12.570,0.09,F,V,,
SN1998bu,2450968.46,12.432,0.13,F,R,,
SN1998bu,2450968.46,12.341,0.15,F,I,,
SN1998bu,2450971.46,12.711,0.07,F,V,,
SN1998bu,2450971.46,12.453,0.08,F,R,,
SN1998bu,2450971.46,12.286,0.08,F,I,,
SN1998bu,2450972.50,12.751,0.04,F,V,,
SN1998bu,2450972.50,12.450,0.06,F,R,,
SN1998bu,2450972.50,12.242,0.07,F,I,,
SN1998bu,2450975.48,12.919,0.04,F,V,,
SN1998bu,2450975.48,12.487,0.06,F,R,,
SN1998bu,2450975.48,12.181,0.05,F,I,,
SN1998bu,2450978.49,13.071,0.05,F,V,,
SN1998bu,2450978.49,12.551,0.07,F,R,,
SN1998bu,2450978.49,12.124,0.07,F,I,,
SN1998bu,2450983.47,15.212,0.25,F,U,,
SN1998bu,2450983.47,14.825,0.11,F,B,,
SN1998bu,2450983.47,13.426,0.09,F,V,,
SN1998bu,2450983.47,12.861,0.24,F,R,,
SN1998bu,2450983.47,12.298,0.09,F,I,,
SN1998bu,2450984.48,15.292,0.25,F,U,,
SN1998bu,2450984.48,14.869,0.11,F,B,,
SN1998bu,2450984.48,13.505,0.07,F,V,,
SN1998bu,2450984.48,12.938,0.07,F,R,,
SN1998bu,2450984.48,12.374,0.08,F,I,,
SN1998bu,2450987.52,15.355,0.47,F,U,,
SN1998bu,2450987.52,15.010,0.19,F,B,,
SN1998bu,2450987.52,13.679,0.10,F,V,,
SN1998bu,2450987.52,13.153,0.19,F,R,,
SN1998bu,2450987.52,12.562,0.18,F,I,,
SN1998bu,2450988.45,15.473,0.26,F,U,,
SN1998bu,2450988.45,15.069,0.08,F,B,,
SN1998bu,2450988.45,13.725,0.04,F,V,,
SN1998bu,2450988.45,13.208,0.07,F,R,,
SN1998bu,2450988.45,12.696,0.06,F,I,,
SN1998bu,2450997.48,15.673,0.47,F,U,,
SN1998bu,2450997.48,15.291,0.15,F,B,,
SN1998bu,2450997.48,14.041,0.06,F,V,,
SN1998bu,2450997.48,13.608,0.08,F,R,,
SN1998bu,2450997.48,13.214,0.10,F,I,,
SN1998bu,2450997.50,15.645,0.48,F,U,,
SN1998bu,2450997.50,15.315,0.15,F,B,,
SN1998bu,2450997.50,14.051,0.06,F,V,,
SN1998bu,2450997.50,13.612,0.07,F,R,,
SN1998bu,2450997.50,13.214,0.07,F,I,,
SN1998bu,2450998.46,15.677,0.44,F,U,,
SN1998bu,2450998.46,15.326,0.07,F,B,,
SN1998bu,2450998.46,14.071,0.04,F,V,,
SN1998bu,2450998.46,13.637,0.04,F,R,,
SN1998bu,2450998.46,13.263,0.06,F,I,,
SN1998bu,2450999.48,15.698,0.29,F,U,,
SN1998bu,2450999.48,15.346,0.07,F,B,,
SN1998bu,2450999.48,14.102,0.04,F,V,,
SN1998bu,2450999.48,13.684,0.05,F,R,,
SN1998bu,2450999.48,13.320,0.06,F,I,,
SN1998bu,2451000.48,15.678,0.50,F,U,,
SN1998bu,2451000.48,15.345,0.14,F,B,,
SN1998bu,2451000.48,14.121,0.07,F,V,,
SN1998bu,2451000.48,13.713,0.09,F,R,,
SN1998bu,2451000.48,13.356,0.09,F,I,,
SN1998bu,2451002.47,15.790,0.51,F,U,,
SN1998bu,2451002.47,15.383,0.14,F,B,,
SN1998bu,2451002.47,14.189,0.07,F,V,,
SN1998bu,2451002.47,13.785,0.08,F,R,,
SN1998bu,2451002.47,13.461,0.08,F,I,,
SN1998bu,2451003.50,15.813,0.54,F,U,,
SN1998bu,2451003.50,15.404,0.15,F,B,,
SN1998bu,2451003.50,14.200,0.07,F,V,,
SN1998bu,2451003.50,13.810,0.09,F,R,,
SN1998bu,2451003.50,13.521,0.08,F,I,,
SN1998bu,2451004.46,15.780,0.49,F,U,,
SN1998bu,2451004.46,15.410,0.14,F,B,,
SN1998bu,2451004.46,14.222,0.08,F,V,,
SN1998bu,2451004.46,13.839,0.10,F,R,,
SN1998bu,2451004.46,13.562,0.09,F,I,,
SN1998bu,2451005.45,15.802,0.51,F,U,,
SN1998bu,2451005.45,15.436,0.14,F,B,,
SN1998bu,2451005.45,14.257,0.08,F,V,,
SN1998bu,2451005.45,13.884,0.10,F,R,,
SN1998bu,2451005.45,13.607,0.10,F,I,,
SN1998bu,2451006.46,15.833,0.29,F,U,,
SN1998bu,2451006.46,15.444,0.14,F,B,,
SN1998bu,2451006.46,14.285,0.07,F,V,,
SN1998bu,2451006.46,13.910,0.09,F,R,,
SN1998bu,2451006.46,13.654,0.08,F,I,,
SN1998bu,2451007.45,15.828,0.46,F,U,,
SN1998bu,2451007.45,15.467,0.13,F,B,,
SN1998bu,2451007.45,14.321,0.06,F,V,,
SN1998bu,2451007.45,13.953,0.08,F,R,,
SN1998bu,2451007.45,13.700,0.07,F,I,,
SN1998bu,2451008.45,15.864,0.47,F,U,,
SN1998bu,2451008.45,15.486,0.13,F,B,,
SN1998bu,2451008.45,14.349,0.07,F,V,,
SN1998bu,2451008.45,13.984,0.07,F,R,,
SN1998bu,2451008.45,13.762,0.11,F,I,,
