event,time,magnitude,magnitude error,upper limit,band,instrument,telescope
SN2016coi,57545.11,14.251,0.011,F,g,,LCO (SAAO)
SN2016coi,57545.11,13.747,0.005,F,r,,LCO (SAAO)
SN2016coi,57545.11,14.162,0.008,F,i,,LCO (SAAO)
SN2016coi,57548.17,15.767,0.006,F,u,,LT
SN2016coi,57548.17,14.171,0.001,F,g,,LT
SN2016coi,57548.17,13.749,0.001,F,r,,LT
SN2016coi,57548.17,14.037,0.001,F,i,,LT
SN2016coi,57548.17,13.780,0.001,F,z,,LT
SN2016coi,57549.16,15.747,0.013,F,u,,LT
SN2016coi,57549.16,14.176,0.001,F,g,,LT
SN2016coi,57549.16,13.609,0.002,F,r,,LT
SN2016coi,57549.16,14.019,0.001,F,i,,LT
SN2016coi,57549.16,13.729,0.002,F,z,,LT
SN2016coi,57551.13,15.923,0.018,F,u,,LT
SN2016coi,57551.13,14.186,0.007,F,g,,LT
SN2016coi,57551.13,13.571,0.002,F,r,,LT
SN2016coi,57551.13,13.971,0.002,F,i,,LT
SN2016coi,57551.13,13.666,0.003,F,z,,LT
SN2016coi,57552.07,14.015,0.002,F,g,,LCO (SAAO)
SN2016coi,57552.07,13.432,0.005,F,r,,LCO (SAAO)
SN2016coi,57552.56,14.192,0.002,F,g,,LCO (Haleakala)
SN2016coi,57552.56,13.541,0.001,F,r,,LCO (Haleakala)
SN2016coi,57552.56,13.940,0.001,F,i,,LCO (Haleakala)
SN2016coi,57553.08,16.186,0.014,F,u,,LT
SN2016coi,57553.08,14.251,0.010,F,g,,LT
SN2016coi,57553.08,13.594,0.003,F,r,,LT
SN2016coi,57553.08,13.947,0.002,F,i,,LT
SN2016coi,57553.08,13.622,0.006,F,z,,LT
SN2016coi,57557.11,16.647,0.032,F,u,,LT
SN2016coi,57557.11,14.485,0.014,F,g,,LT
SN2016coi,57557.11,13.633,0.004,F,r,,LT
SN2016coi,57557.11,13.957,0.001,F,i,,LT
SN2016coi,57557.11,13.629,0.002,F,z,,LT
SN2016coi,57557.16,14.468,0.012,F,g,,LCO (SAAO)
SN2016coi,57557.16,13.618,0.009,F,r,,LCO (SAAO)
SN2016coi,57558.08,16.729,0.058,F,u,,LT
SN2016coi,57558.08,14.555,0.002,F,g,,LT
SN2016coi,57558.08,13.667,0.003,F,r,,LT
SN2016coi,57558.08,13.972,0.001,F,i,,LT
SN2016coi,57558.08,13.633,0.001,F,z,,LT
SN2016coi,57561.03,14.750,0.012,F,g,,LT
SN2016coi,57561.03,13.790,0.005,F,r,,LT
SN2016coi,57561.03,14.041,0.005,F,i,,LT
SN2016coi,57561.03,13.713,0.011,F,z,,LT
SN2016coi,57561.14,14.764,0.011,F,g,,LCO (SAAO)
SN2016coi,57561.14,13.749,0.012,F,r,,LCO (SAAO)
SN2016coi,57561.14,13.977,0.007,F,i,,LCO (SAAO)
SN2016coi,57564.16,14.999,0.080,F,g,,LCO (SAAO)
SN2016coi,57564.16,13.887,0.011,F,r,,LCO (SAAO)
SN2016coi,57564.16,14.093,0.007,F,i,,LCO (SAAO)
SN2016coi,57567.60,15.337,0.005,F,g,,LCO (Haleakala)
SN2016coi,57567.60,14.037,0.001,F,r,,LCO (Haleakala)
SN2016coi,57567.60,14.196,0.002,F,i,,LCO (Haleakala)
SN2016coi,57568.11,15.285,0.012,F,g,,LT
SN2016coi,57568.11,14.092,0.004,F,r,,LT
SN2016coi,57568.11,14.253,0.005,F,i,,LT
SN2016coi,57568.11,13.874,0.005,F,z,,LT
SN2016coi,57568.15,15.269,0.008,F,g,,LCO (SAAO)
SN2016coi,57568.15,14.066,0.011,F,r,,LCO (SAAO)
SN2016coi,57568.15,14.212,0.005,F,i,,LCO (SAAO)
SN2016coi,57570.40,15.482,0.004,F,g,,LCO (Haleakala)
SN2016coi,57570.40,14.171,0.001,F,r,,LCO (Haleakala)
SN2016coi,57570.40,14.272,0.002,F,i,,LCO (Haleakala)
SN2016coi,57574.13,15.616,0.006,F,g,,LCO (SAAO)
SN2016coi,57574.13,14.340,0.005,F,r,,LCO (SAAO)
SN2016coi,57574.19,15.654,0.005,F,g,,LT
SN2016coi,57574.19,14.390,0.001,F,r,,LT
SN2016coi,57574.19,14.467,0.001,F,i,,LT
SN2016coi,57574.19,14.055,0.001,F,z,,LT
SN2016coi,57576.38,15.770,0.006,F,g,,LCO (Haleakala)
SN2016coi,57576.38,14.444,0.001,F,r,,LCO (Haleakala)
SN2016coi,57576.38,14.493,0.002,F,i,,LCO (Haleakala)
SN2016coi,57576.41,15.723,0.003,F,g,,LCO (CTIO)
SN2016coi,57576.41,14.423,0.003,F,r,,LCO (CTIO)
SN2016coi,57576.41,14.487,0.004,F,i,,LCO (CTIO)
SN2016coi,57579.07,15.800,0.007,F,g,,LT
SN2016coi,57579.07,14.587,0.002,F,r,,LT
SN2016coi,57579.07,14.619,0.002,F,i,,LT
SN2016coi,57579.07,14.159,0.003,F,z,,LT
SN2016coi,57579.60,14.641,0.005,F,r,,LCO (SSO)
SN2016coi,57579.60,14.658,0.011,F,i,,LCO (SSO)
SN2016coi,57581.10,15.875,0.007,F,g,,LCO (SAAO)
SN2016coi,57581.10,14.634,0.004,F,r,,LCO (SAAO)
SN2016coi,57581.10,14.654,0.004,F,i,,LCO (SAAO)
SN2016coi,57582.36,16.041,0.012,F,g,,LCO (Haleakala)
SN2016coi,57582.36,14.705,0.003,F,r,,LCO (Haleakala)
SN2016coi,57582.36,14.689,0.003,F,i,,LCO (Haleakala)
SN2016coi,57586.13,16.022,0.002,F,g,,LT
SN2016coi,57586.13,14.850,0.002,F,r,,LT
SN2016coi,57586.13,14.828,0.004,F,i,,LT
SN2016coi,57586.13,14.317,0.001,F,z,,LT
SN2016coi,57587.09,16.049,0.004,F,g,,LT
SN2016coi,57587.09,14.883,0.002,F,r,,LT
SN2016coi,57587.09,14.865,0.001,F,i,,LT
SN2016coi,57587.09,14.337,0.001,F,z,,LT
SN2016coi,57587.11,16.061,0.014,F,g,,LCO (SAAO)
SN2016coi,57587.11,14.885,0.007,F,r,,LCO (SAAO)
SN2016coi,57587.11,14.844,0.007,F,i,,LCO (SAAO)
SN2016coi,57591.55,15.026,0.007,F,r,,LCO (Haleakala)
SN2016coi,57591.55,14.952,0.006,F,i,,LCO (Haleakala)
SN2016coi,57593.14,16.169,0.004,F,g,,LT
SN2016coi,57593.14,15.052,0.002,F,r,,LT
SN2016coi,57593.14,15.014,0.001,F,i,,LT
SN2016coi,57593.14,14.458,0.001,F,z,,LT
SN2016coi,57594.73,16.193,0.008,F,g,,LCO (SSO)
SN2016coi,57594.73,15.087,0.005,F,r,,LCO (SSO)
SN2016coi,57594.73,15.034,0.006,F,i,,LCO (SSO)
SN2016coi,57596.44,16.270,0.009,F,g,,LCO (Haleakala)
SN2016coi,57596.44,15.107,0.002,F,r,,LCO (Haleakala)
SN2016coi,57596.44,15.069,0.003,F,i,,LCO (Haleakala)
SN2016coi,57601.32,16.284,0.005,F,g,,LCO (CTIO)
SN2016coi,57601.32,15.225,0.004,F,r,,LCO (CTIO)
SN2016coi,57601.32,15.141,0.005,F,i,,LCO (CTIO)
SN2016coi,57602.67,16.375,0.001,F,g,,LJT
SN2016coi,57602.67,15.333,0.001,F,r,,LJT
SN2016coi,57602.67,15.266,0.001,F,i,,LJT
SN2016coi,57602.67,14.637,0.001,F,z,,LJT
SN2016coi,57605.54,16.344,0.008,F,g,,LCO (Haleakala)
SN2016coi,57605.54,15.324,0.003,F,r,,LCO (Haleakala)
SN2016coi,57605.54,15.224,0.004,F,i,,LCO (Haleakala)
SN2016coi,57606.52,16.357,0.007,F,g,,LCO (Haleakala)
SN2016coi,57606.52,15.340,0.003,F,r,,LCO (Haleakala)
SN2016coi,57606.52,15.255,0.004,F,i,,LCO (Haleakala)
SN2016coi,57609.01,16.419,0.009,F,g,,LT
SN2016coi,57609.01,15.417,0.002,F,r,,LT
SN2016coi,57609.01,15.352,0.001,F,i,,LT
SN2016coi,57609.01,14.692,0.002,F,z,,LT
SN2016coi,57611.65,16.413,0.010,F,g,,LCO (SSO)
SN2016coi,57611.65,15.427,0.003,F,r,,LCO (SSO)
SN2016coi,57611.65,15.369,0.003,F,i,,LCO (SSO)
SN2016coi,57613.58,16.491,0.006,F,g,,LJT
SN2016coi,57613.58,15.543,0.001,F,r,,LJT
SN2016coi,57613.58,15.481,0.001,F,i,,LJT
SN2016coi,57613.58,14.787,0.001,F,z,,LJT
SN2016coi,57617.75,15.720,0.012,F,r,,LJT
SN2016coi,57617.75,15.706,0.026,F,i,,LJT
SN2016coi,57620.03,16.552,0.010,F,g,,LT
SN2016coi,57620.03,15.631,0.003,F,r,,LT
SN2016coi,57620.03,15.536,0.001,F,i,,LT
SN2016coi,57620.03,14.864,0.004,F,z,,LT
SN2016coi,57620.56,15.617,0.003,F,r,,LJT
SN2016coi,57620.56,15.540,0.002,F,i,,LJT
SN2016coi,57621.02,16.588,0.029,F,g,,LCO (SAAO)
SN2016coi,57621.02,15.659,0.020,F,r,,LCO (SAAO)
SN2016coi,57622.64,16.673,0.005,F,g,,LJT
SN2016coi,57622.64,15.733,0.002,F,r,,LJT
SN2016coi,57622.64,15.679,0.001,F,i,,LJT
SN2016coi,57622.64,14.977,0.004,F,z,,LJT
SN2016coi,57623.68,16.692,0.010,F,g,,LJT
SN2016coi,57623.68,15.719,0.001,F,r,,LJT
SN2016coi,57623.68,14.951,0.002,F,z,,LJT
SN2016coi,57625.02,16.621,0.001,F,g,,LT
SN2016coi,57625.02,15.706,0.001,F,r,,LT
SN2016coi,57625.02,15.619,0.001,F,i,,LT
SN2016coi,57625.02,14.925,0.001,F,z,,LT
SN2016coi,57620.19,16.531,0.000,F,g,,LT
SN2016coi,57620.19,15.637,0.000,F,r,,LT
SN2016coi,57620.19,15.546,0.000,F,i,,LT
SN2016coi,57620.56,15.617,0.003,F,r,,LJT
SN2016coi,57620.56,15.540,0.002,F,i,,LJT
SN2016coi,57621.02,16.588,0.029,F,g,,LCO (SAAO)
SN2016coi,57621.02,15.659,0.020,F,r,,LCO (SAAO)
SN2016coi,57621.02,15.577,0.018,F,i,,LCO (SAAO)
SN2016coi,57622.64,16.673,0.005,F,g,,LJT
SN2016coi,57622.64,15.733,0.002,F,r,,LJT
SN2016coi,57622.64,15.679,0.001,F,i,,LJT
SN2016coi,57622.64,14.977,0.004,F,z,,LJT
SN2016coi,57623.68,16.692,0.010,F,g,,LJT
SN2016coi,57623.68,15.719,0.001,F,r,,LJT
SN2016coi,57623.68,14.951,0.002,F,z,,LJT
SN2016coi,57625.65,16.654,0.003,F,g,,LJT
SN2016coi,57625.65,15.746,0.001,F,r,,LJT
SN2016coi,57626.58,16.657,0.014,F,g,,LCO (Haleakala)
SN2016coi,57626.58,15.692,0.005,F,r,,LCO (Haleakala)
SN2016coi,57627.97,16.609,0.012,F,g,,LCO (SAAO)
SN2016coi,57627.97,15.740,0.008,F,r,,LCO (SAAO)
SN2016coi,57627.97,15.638,0.009,F,i,,LCO (SAAO)
SN2016coi,57634.45,16.686,0.013,F,g,,LCO (SSO)
SN2016coi,57634.45,15.786,0.006,F,r,,LCO (SSO)
SN2016coi,57634.45,15.814,0.006,F,i,,LCO (SSO)
SN2016coi,57635.00,16.739,0.001,F,g,,LT
SN2016coi,57635.00,15.866,0.001,F,r,,LT
SN2016coi,57635.00,15.799,0.001,F,i,,LT
SN2016coi,57635.00,15.087,0.001,F,z,,LT
SN2016coi,57635.98,16.737,0.014,F,g,,LCO (SAAO)
SN2016coi,57635.98,15.872,0.012,F,r,,LCO (SAAO)
SN2016coi,57635.98,15.825,0.014,F,i,,LCO (SAAO)
SN2016coi,57636.00,16.755,0.003,F,g,,LT
SN2016coi,57636.00,15.874,0.001,F,r,,LT
SN2016coi,57636.00,15.817,0.001,F,i,,LT
SN2016coi,57636.00,15.114,0.002,F,z,,LT
SN2016coi,57638.98,16.798,0.001,F,g,,LT
SN2016coi,57638.98,15.928,0.001,F,r,,LT
SN2016coi,57638.98,15.878,0.001,F,i,,LT
SN2016coi,57638.98,15.134,0.001,F,z,,LT
SN2016coi,57641.93,16.831,0.002,F,g,,LT
SN2016coi,57641.93,15.966,0.001,F,r,,LT
SN2016coi,57641.93,15.920,0.001,F,i,,LT
SN2016coi,57641.93,15.209,0.001,F,z,,LT
SN2016coi,57642.94,16.796,0.015,F,g,,LCO (SAAO)
SN2016coi,57642.94,15.999,0.010,F,r,,LCO (SAAO)
SN2016coi,57642.94,15.945,0.012,F,i,,LCO (SAAO)
SN2016coi,57644.92,16.864,0.002,F,g,,LT
SN2016coi,57644.92,16.015,0.002,F,r,,LT
SN2016coi,57644.92,15.982,0.001,F,i,,LT
SN2016coi,57644.92,15.259,0.001,F,z,,LT
SN2016coi,57647.90,16.903,0.008,F,g,,LT
SN2016coi,57647.90,16.048,0.002,F,r,,LT
SN2016coi,57647.90,16.027,0.002,F,i,,LT
SN2016coi,57647.90,15.304,0.002,F,z,,LT
SN2016coi,57650.32,16.871,0.013,F,g,,LCO (Haleakala)
SN2016coi,57650.32,16.050,0.005,F,r,,LCO (Haleakala)
SN2016coi,57650.32,16.043,0.004,F,i,,LCO (Haleakala)
SN2016coi,57650.97,16.964,0.003,F,g,,LT
SN2016coi,57650.97,16.106,0.001,F,r,,LT
SN2016coi,57650.97,16.078,0.001,F,i,,LT
SN2016coi,57650.97,15.381,0.002,F,z,,LT
SN2016coi,57656.90,17.005,0.008,F,g,,LCO (SAAO)
SN2016coi,57656.90,16.187,0.007,F,r,,LCO (SAAO)
SN2016coi,57656.90,16.163,0.010,F,i,,LCO (SAAO)
SN2016coi,57657.26,16.988,0.016,F,g,,LCO (Haleakala)
SN2016coi,57657.26,16.172,0.007,F,r,,LCO (Haleakala)
SN2016coi,57657.26,16.174,0.007,F,i,,LCO (Haleakala)
SN2016coi,57660.90,16.380,0.101,F,r,,LCO (SAAO)
SN2016coi,57660.90,16.294,0.087,F,i,,LCO (SAAO)
SN2016coi,57661.47,17.080,0.021,F,g,,LCO (Haleakala)
SN2016coi,57661.47,16.212,0.008,F,r,,LCO (Haleakala)
SN2016coi,57661.47,16.224,0.008,F,i,,LCO (Haleakala)
SN2016coi,57667.87,17.191,0.008,F,g,,LT
SN2016coi,57667.87,16.343,0.001,F,r,,LT
SN2016coi,57667.87,16.348,0.001,F,i,,LT
SN2016coi,57667.87,15.683,0.002,F,z,,LT
SN2016coi,57672.91,17.260,0.001,F,g,,LT
SN2016coi,57672.91,16.402,0.001,F,r,,LT
SN2016coi,57672.91,16.426,0.001,F,i,,LT
SN2016coi,57672.91,15.781,0.001,F,z,,LT
SN2016coi,57676.45,17.266,0.087,F,g,,LCO (SSO)
SN2016coi,57676.45,16.409,0.064,F,r,,LCO (SSO)
SN2016coi,57676.45,16.464,0.069,F,i,,LCO (SSO)
SN2016coi,57680.12,17.318,0.017,F,g,,LCO (CTIO)
SN2016coi,57680.12,16.508,0.013,F,r,,LCO (CTIO)
SN2016coi,57683.46,17.395,0.008,F,g,,LCO (SSO)
SN2016coi,57683.46,16.527,0.006,F,r,,LCO (SSO)
SN2016coi,57683.46,16.556,0.008,F,i,,LCO (SSO)
SN2016coi,57685.43,17.423,0.002,F,g,,LCO (SSO)
SN2016coi,57685.43,16.509,0.001,F,r,,LCO (SSO)
SN2016coi,57685.43,16.576,0.001,F,i,,LCO (SSO)
SN2016coi,57692.44,17.517,0.005,F,g,,LCO (SSO)
SN2016coi,57692.44,16.626,0.001,F,r,,LCO (SSO)
SN2016coi,57692.44,16.712,0.002,F,i,,LCO (SSO)
SN2016coi,57696.29,17.565,0.001,F,g,,LCO (Haleakala)
SN2016coi,57696.29,16.671,0.001,F,r,,LCO (Haleakala)
SN2016coi,57696.29,16.814,0.003,F,i,,LCO (Haleakala)
SN2016coi,57699.76,17.636,0.015,F,g,,LCO (SAAO)
SN2016coi,57699.76,16.710,0.011,F,r,,LCO (SAAO)
SN2016coi,57699.76,16.786,0.012,F,i,,LCO (SAAO)
SN2016coi,57701.81,17.716,0.003,F,g,,LT
SN2016coi,57701.81,16.751,0.003,F,r,,LT
SN2016coi,57701.81,16.865,0.001,F,i,,LT
SN2016coi,57701.81,16.418,0.003,F,z,,LT
SN2016coi,57702.69,16.847,0.004,F,r,,LJT
SN2016coi,57702.69,16.938,0.005,F,i,,LJT
SN2016coi,57703.56,16.899,0.225,F,r,,LJT
SN2016coi,57703.56,16.997,0.005,F,i,,LJT
SN2016coi,57710.25,18.018,0.234,F,g,,LCO (Haleakala)
SN2016coi,57710.25,16.819,0.016,F,r,,LCO (Haleakala)
SN2016coi,57710.25,16.852,0.047,F,i,,LCO (Haleakala)
SN2016coi,57711.83,17.889,0.001,F,g,,LT
SN2016coi,57711.83,16.886,0.001,F,r,,LT
SN2016coi,57711.83,16.999,0.001,F,i,,LT
SN2016coi,57711.83,16.612,0.001,F,z,,LT
SN2016coi,57716.14,17.883,0.021,F,g,,LCO (McDonald)
SN2016coi,57716.14,16.931,0.015,F,r,,LCO (McDonald)
SN2016coi,57716.14,16.980,0.020,F,i,,LCO (McDonald)
SN2016coi,57717.40,18.076,0.006,F,g,,LCO (SSO)
SN2016coi,57717.40,16.952,0.005,F,r,,LCO (SSO)
SN2016coi,57717.40,17.043,0.002,F,i,,LCO (SSO)
SN2016coi,57727.80,18.183,0.001,F,g,,LT
SN2016coi,57727.80,17.121,0.001,F,r,,LT
SN2016coi,57727.80,17.227,0.001,F,i,,LT
SN2016coi,57727.80,16.997,0.001,F,z,,LT
SN2016coi,57729.80,18.236,0.012,F,g,,LT
SN2016coi,57729.80,17.058,0.008,F,r,,LT
SN2016coi,57729.80,17.106,0.010,F,i,,LT
SN2016coi,57729.80,17.228,0.011,F,z,,LT
SN2016coi,57732.14,18.256,0.027,F,g,,LCO (McDonald)
SN2016coi,57732.14,17.195,0.019,F,r,,LCO (McDonald)
SN2016coi,57732.14,17.257,0.026,F,i,,LCO (McDonald)
SN2016coi,57732.80,18.280,0.002,F,g,,LT
SN2016coi,57732.80,17.202,0.002,F,r,,LT
SN2016coi,57732.80,17.296,0.001,F,i,,LT
SN2016coi,57732.80,17.127,0.005,F,z,,LT
SN2016coi,57732.81,18.283,0.002,F,g,,LT
SN2016coi,57732.81,17.204,0.001,F,r,,LT
SN2016coi,57732.81,17.313,0.001,F,i,,LT
SN2016coi,57732.81,17.133,0.004,F,z,,LT
SN2016coi,57736.82,18.375,0.003,F,g,,LT
SN2016coi,57736.82,17.270,0.001,F,r,,LT
SN2016coi,57736.82,17.373,0.022,F,i,,LT
SN2016coi,57736.82,17.239,0.001,F,z,,LT
SN2016coi,57758.08,18.710,0.035,F,g,,LCO (McDonald)
SN2016coi,57758.08,17.575,0.021,F,r,,LCO (McDonald)
SN2016coi,57758.08,17.720,0.028,F,i,,LCO (McDonald)
SN2016coi,57759.06,17.589,0.023,F,r,,LCO (McDonald)
SN2016coi,57759.06,17.686,0.020,F,i,,LCO (McDonald)
SN2016coi,57898.79,20.893,0.050,F,g,,LCO (SSO)
SN2016coi,57898.79,19.403,0.028,F,r,,LCO (SSO)
SN2016coi,57898.79,19.942,0.049,F,i,,LCO (SSO)
SN2016coi,57914.37,20.888,0.118,F,g,,LCO (CTIO)
SN2016coi,57914.37,19.598,0.051,F,r,,LCO (CTIO)
SN2016coi,57914.37,20.134,0.062,F,i,,LCO (CTIO)
SN2016coi,57995.92,21.597,0.034,F,g,,LT
SN2016coi,57995.92,20.661,0.021,F,r,,LT
SN2016coi,57995.92,21.324,0.030,F,i,,LT
SN2016coi,57536.98,15.958,0.073,F,B,,Konkoly
SN2016coi,57536.98,15.314,0.044,F,V,,Konkoly
SN2016coi,57536.98,14.875,0.036,F,R,,Konkoly
SN2016coi,57536.98,14.912,0.024,F,I,,Konkoly
SN2016coi,57537.06,15.980,0.013,F,B,,LCO (SAAO)
SN2016coi,57537.06,15.216,0.008,F,V,,LCO (SAAO)
SN2016coi,57539.12,15.501,0.010,F,B,,LCO (SAAO)
SN2016coi,57539.12,14.661,0.017,F,V,,LCO (SAAO)
SN2016coi,57539.83,15.405,0.014,F,B,,LJT
SN2016coi,57539.83,14.485,0.002,F,V,,LJT
SN2016coi,57539.83,14.230,0.001,F,R,,LJT
SN2016coi,57540.02,15.310,0.095,F,B,,Konkoly
SN2016coi,57540.02,14.506,0.051,F,V,,Konkoly
SN2016coi,57540.02,14.159,0.042,F,R,,Konkoly
SN2016coi,57540.02,14.256,0.021,F,I,,Konkoly
SN2016coi,57540.77,15.320,0.009,F,B,,TNT
SN2016coi,57540.77,14.339,0.138,F,V,,TNT
SN2016coi,57540.77,14.087,0.105,F,R,,TNT
SN2016coi,57540.77,14.231,0.004,F,I,,TNT
SN2016coi,57541.75,14.900,0.021,F,U,,TNT
SN2016coi,57541.75,15.150,0.005,F,B,,TNT
SN2016coi,57541.75,14.160,0.004,F,V,,TNT
SN2016coi,57541.75,13.920,0.005,F,R,,TNT
SN2016coi,57541.75,14.077,0.006,F,I,,TNT
SN2016coi,57541.86,15.130,0.016,F,B,,LJT
SN2016coi,57541.86,14.147,0.006,F,V,,LJT
SN2016coi,57541.86,13.965,0.007,F,R,,LJT
SN2016coi,57542.12,15.076,0.004,F,B,,LCO (SAAO)
SN2016coi,57542.12,14.130,0.003,F,V,,LCO (SAAO)
SN2016coi,57545.04,14.904,0.082,F,B,,Konkoly
SN2016coi,57545.04,13.792,0.071,F,V,,Konkoly
SN2016coi,57545.04,13.596,0.056,F,R,,Konkoly
SN2016coi,57545.04,13.708,0.049,F,I,,Konkoly
SN2016coi,57545.10,14.907,0.005,F,B,,LCO (SAAO)
SN2016coi,57545.10,13.876,0.006,F,V,,LCO (SAAO)
SN2016coi,57548.01,14.837,0.053,F,B,,Konkoly
SN2016coi,57548.01,13.806,0.070,F,V,,Konkoly
SN2016coi,57548.01,13.581,0.055,F,R,,Konkoly
SN2016coi,57548.01,13.668,0.019,F,I,,Konkoly
SN2016coi,57549.72,14.859,0.004,F,B,,TNT
SN2016coi,57549.72,13.698,0.003,F,V,,TNT
SN2016coi,57549.72,13.447,0.003,F,R,,TNT
SN2016coi,57549.72,13.572,0.004,F,I,,TNT
SN2016coi,57553.97,15.012,0.066,F,B,,Konkoly
SN2016coi,57553.97,13.866,0.040,F,V,,Konkoly
SN2016coi,57553.97,13.495,0.064,F,R,,Konkoly
SN2016coi,57553.97,13.495,0.019,F,I,,Konkoly
SN2016coi,57557.15,15.287,0.006,F,B,,LCO (SAAO)
SN2016coi,57557.15,13.893,0.003,F,V,,LCO (SAAO)
SN2016coi,57557.78,15.586,0.017,F,U,,TNT
SN2016coi,57557.78,15.288,0.003,F,B,,TNT
SN2016coi,57557.78,13.935,0.152,F,V,,TNT
SN2016coi,57557.78,13.500,0.002,F,R,,TNT
SN2016coi,57557.78,13.535,0.005,F,I,,TNT
SN2016coi,57558.04,15.454,0.117,F,B,,Konkoly
SN2016coi,57558.04,13.954,0.084,F,V,,Konkoly
SN2016coi,57558.04,13.505,0.063,F,R,,Konkoly
SN2016coi,57558.04,13.569,0.080,F,I,,Konkoly
SN2016coi,57560.01,15.541,0.090,F,B,,Konkoly
SN2016coi,57560.01,14.173,0.034,F,V,,Konkoly
SN2016coi,57560.01,13.672,0.048,F,R,,Konkoly
SN2016coi,57560.01,13.615,0.036,F,I,,Konkoly
SN2016coi,57561.04,15.656,0.182,F,B,,Konkoly
SN2016coi,57561.04,14.199,0.041,F,V,,Konkoly
SN2016coi,57561.04,13.656,0.066,F,R,,Konkoly
SN2016coi,57561.04,13.553,0.039,F,I,,Konkoly
SN2016coi,57561.13,15.641,0.009,F,B,,LCO (SAAO)
SN2016coi,57561.13,14.106,0.005,F,V,,LCO (SAAO)
SN2016coi,57562.05,15.775,0.104,F,B,,Konkoly
SN2016coi,57562.05,14.266,0.089,F,V,,Konkoly
SN2016coi,57562.05,13.816,0.102,F,R,,Konkoly
SN2016coi,57562.05,13.573,0.047,F,I,,Konkoly
SN2016coi,57563.02,15.943,0.152,F,B,,Konkoly
SN2016coi,57563.02,14.403,0.082,F,V,,Konkoly
SN2016coi,57563.02,13.759,0.050,F,R,,Konkoly
SN2016coi,57563.02,13.673,0.032,F,I,,Konkoly
SN2016coi,57564.15,15.903,0.015,F,B,,LCO (SAAO)
SN2016coi,57564.15,14.299,0.006,F,V,,LCO (SAAO)
SN2016coi,57564.99,16.079,0.072,F,B,,Konkoly
SN2016coi,57564.99,14.434,0.055,F,V,,Konkoly
SN2016coi,57564.99,13.865,0.034,F,R,,Konkoly
SN2016coi,57564.99,13.718,0.044,F,I,,Konkoly
SN2016coi,57568.14,16.174,0.011,F,B,,LCO (SAAO)
SN2016coi,57568.14,14.552,0.005,F,V,,LCO (SAAO)
SN2016coi,57569.04,16.247,0.074,F,B,,Konkoly
SN2016coi,57569.04,14.646,0.084,F,V,,Konkoly
SN2016coi,57569.04,13.860,0.046,F,R,,Konkoly
SN2016coi,57569.04,13.760,0.041,F,I,,Konkoly
SN2016coi,57570.98,16.237,0.138,F,B,,Konkoly
SN2016coi,57570.98,14.727,0.065,F,V,,Konkoly
SN2016coi,57570.98,13.835,0.078,F,R,,Konkoly
SN2016coi,57570.98,13.773,0.065,F,I,,Konkoly
SN2016coi,57572.12,16.468,0.025,F,B,,LCO (SAAO)
SN2016coi,57572.12,14.794,0.006,F,V,,LCO (SAAO)
