#event,time,magnitude,magnitude error,upper limit,band,instrument,telescope
SN2013df,2456487.64,17.11,0.09,F,UVW1,Swift,UVOT
SN2013df,2456489.75,17.16,0.09,F,UVW1,Swift,UVOT
SN2013df,2456496.68,17.39,0.09,F,UVW1,Swift,UVOT
SN2013df,2456501.03,17.44,0.11,F,UVW1,Swift,UVOT
SN2013df,2456504.73,17.57,0.09,F,UVW1,Swift,UVOT
SN2013df,2456509.43,17.39,0.22,F,UVW1,Swift,UVOT
SN2013df,2456511.01,17.59,0.09,F,UVW1,Swift,UVOT
SN2013df,2456456.42,14.11,0.06,F,U,TJO 0.82m,MEIA
SN2013df,2456456.9,14.15,0.05,F,U,Swift,UVOT
SN2013df,2456458.43,14.66,0.03,F,U,TJO 0.82m,MEIA
SN2013df,2456459.35,14.79,0.05,F,U,Swift,UVOT
SN2013df,2456459.43,14.67,0.05,F,U,TJO 0.82m,MEIA
SN2013df,2456460.42,14.79,0.06,F,U,TJO 0.82m,MEIA
SN2013df,2456460.17,14.88,0.05,F,U,Swift,UVOT
SN2013df,2456461.92,15.16,0.08,F,U,LT 2.2m,RATCam
SN2013df,2456463.82,15.14,0.05,F,U,Swift,UVOT
SN2013df,2456465.92,15.2,0.32,F,U,LT 2.2m,RATCam
SN2013df,2456466.19,15.21,0.06,F,U,Swift,UVOT
SN2013df,2456466.42,15.03,0.07,F,U,TJO 0.82m,MEIA
SN2013df,2456467.42,15.13,0.09,F,U,TJO 0.82m,MEIA
SN2013df,2456467.97,15.35,0.05,F,U,Swift,UVOT
SN2013df,2456468.42,15.15,0.08,F,U,TJO 0.82m,MEIA
SN2013df,2456468.42,15.32,0.04,F,U,TNG 3.58m,LRS
SN2013df,2456469.42,15.14,0.07,F,U,TJO 0.82m,MEIA
SN2013df,2456469.56,15.39,0.06,F,U,Swift,UVOT
SN2013df,2456470.42,15.18,0.1,F,U,TJO 0.82m,MEIA
SN2013df,2456472.44,15.39,0.05,F,U,Asiago 1.82m,AFOSC
SN2013df,2456473.42,15.4,0.07,F,U,TJO 0.82m,MEIA
SN2013df,2456474.29,15.78,0.06,F,U,Swift,UVOT
SN2013df,2456474.42,15.69,0.16,F,U,TJO 0.82m,MEIA
SN2013df,2456475.91,16.07,0.06,F,U,Swift,UVOT
SN2013df,2456477.42,16.19,0.09,F,U,TJO 0.82m,MEIA
SN2013df,2456478.13,16.39,0.08,F,U,Swift,UVOT
SN2013df,2456478.42,16.27,0.1,F,U,TJO 0.82m,MEIA
SN2013df,2456479.42,16.48,0.11,F,U,TJO 0.82m,MEIA
SN2013df,2456479.76,16.78,0.09,F,U,Swift,UVOT
SN2013df,2456480.42,16.49,0.08,F,U,TJO 0.82m,MEIA
SN2013df,2456481.42,16.66,0.1,F,U,TJO 0.82m,MEIA
SN2013df,2456481.76,16.82,0.09,F,U,Swift,UVOT
SN2013df,2456484.25,17.06,0.1,F,U,Swift,UVOT
SN2013df,2456486.33,17.2,0.14,F,U,Swift,UVOT
SN2013df,2456487.64,17.24,0.12,F,U,Swift,UVOT
SN2013df,2456489.75,17.33,0.11,F,U,Swift,UVOT
SN2013df,2456493.93,17.77,0.17,F,U,LT 2.2m,IO:O
SN2013df,2456496.68,17.62,0.11,F,U,Swift,UVOT
SN2013df,2456495.94,17.89,0.2,F,U,LT 2.2m,IO:O
SN2013df,2456498.4,17.57,0.1,F,U,TJO 0.82m,MEIA
SN2013df,2456501.03,17.75,0.21,F,U,Swift,UVOT
SN2013df,2456504.73,17.77,0.11,F,U,Swift,UVOT
SN2013df,2456511.01,17.78,0.11,F,U,Swift,UVOT
SN2013df,2456453.57,14.36,0.3,F,B,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456455.43,14.55,0.09,F,B,TJO 0.82m,MEIA
SN2013df,2456456.42,14.77,0.08,F,B,TJO 0.82m,MEIA
SN2013df,2456456.57,15.05,0.21,F,B,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456456.9,14.98,0.04,F,B,Swift,UVOT
SN2013df,2456458.43,15.22,0.01,F,B,TJO 0.82m,MEIA
SN2013df,2456459.35,15.4,0.04,F,B,Swift,UVOT
SN2013df,2456459.43,15.24,0.11,F,B,TJO 0.82m,MEIA
SN2013df,2456460.42,15.31,0.01,F,B,TJO 0.82m,MEIA
SN2013df,2456460.17,15.41,0.05,F,B,Swift,UVOT
SN2013df,2456460.59,15.45,0.03,F,B,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456461.92,15.34,0.01,F,B,LT 2.2m,RATCam
SN2013df,2456463.82,15.39,0.04,F,B,Swift,UVOT
SN2013df,2456463.88,15.31,0.02,F,B,LT 2.2m,RATCam
SN2013df,2456465.92,15.25,0.02,F,B,LT 2.2m,RATCam
SN2013df,2456466.19,15.28,0.05,F,B,Swift,UVOT
SN2013df,2456466.42,15.26,0.11,F,B,TJO 0.82m,MEIA
SN2013df,2456467.42,15.18,0.11,F,B,TJO 0.82m,MEIA
SN2013df,2456467.97,15.31,0.04,F,B,Swift,UVOT
SN2013df,2456468.42,15.15,0.11,F,B,TJO 0.82m,MEIA
SN2013df,2456468.42,15.18,0.23,F,B,TNG 3.58m,LRS
SN2013df,2456469.42,15.13,0.13,F,B,TJO 0.82m,MEIA
SN2013df,2456469.56,15.22,0.05,F,B,Swift,UVOT
SN2013df,2456470.42,15.2,0.11,F,B,TJO 0.82m,MEIA
SN2013df,2456472.44,15.3,0.03,F,B,Asiago 1.82m,AFOSC
SN2013df,2456473.42,15.47,0.13,F,B,TJO 0.82m,MEIA
SN2013df,2456474.29,15.6,0.05,F,B,Swift,UVOT
SN2013df,2456474.42,15.63,0.14,F,B,TJO 0.82m,MEIA
SN2013df,2456475.91,15.87,0.05,F,B,Swift,UVOT
SN2013df,2456477.42,15.98,0.14,F,B,TJO 0.82m,MEIA
SN2013df,2456478.13,16.2,0.06,F,B,Swift,UVOT
SN2013df,2456478.42,16.16,0.13,F,B,TJO 0.82m,MEIA
SN2013df,2456479.42,16.34,0.13,F,B,TJO 0.82m,MEIA
SN2013df,2456479.76,16.32,0.06,F,B,Swift,UVOT
SN2013df,2456480.42,16.48,0.15,F,B,TJO 0.82m,MEIA
SN2013df,2456480.58,16.4,0.16,F,B,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456481.42,16.62,0.14,F,B,TJO 0.82m,MEIA
SN2013df,2456481.76,16.63,0.06,F,B,Swift,UVOT
SN2013df,2456482.58,16.73,0.11,F,B,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456484.25,16.93,0.07,F,B,Swift,UVOT
SN2013df,2456486.33,17,0.09,F,B,Swift,UVOT
SN2013df,2456487.64,17.05,0.08,F,B,Swift,UVOT
SN2013df,2456488.58,17.05,0.03,F,B,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456489.75,17.18,0.1,F,B,Swift,UVOT
SN2013df,2456492.38,17.19,0.07,F,B,Asiago 1.82m,AFOSC
SN2013df,2456493.93,17.33,0.02,F,B,LT 2.2m,IO:O
SN2013df,2456496.68,17.26,0.07,F,B,Swift,UVOT
SN2013df,2456496.42,17.39,0.19,F,B,TJO 0.82m,MEIA
SN2013df,2456495.94,17.34,0.04,F,B,LT 2.2m,IO:O
SN2013df,2456498.4,17.41,0.17,F,B,TJO 0.82m,MEIA
SN2013df,2456501.03,17.5,0.13,F,B,Swift,UVOT
SN2013df,2456503.4,17.46,0.16,F,B,TJO 0.82m,MEIA
SN2013df,2456504.4,17.4,0.16,F,B,TJO 0.82m,MEIA
SN2013df,2456504.73,17.5,0.07,F,B,Swift,UVOT
SN2013df,2456511.01,17.54,0.07,F,B,Swift,UVOT
SN2013df,2456617.21,18.73,0.07,F,B,LT 2.2m,IO:O
SN2013df,2456638.68,19.18,0.04,F,B,Asiago 1.82m,AFOSC
SN2013df,2456645.13,19.1,0.07,F,B,LT 2.2m,IO:O
SN2013df,2456652.28,19.3,0.07,F,B,LT 2.2m,IO:O
SN2013df,2456666.73,19.51,0.09,F,B,Asiago 1.82m,AFOSC
SN2013df,2456685.21,19.62,0.08,F,B,LT 2.2m,IO:O
SN2013df,2456700.17,20.07,0.08,F,B,LT 2.2m,IO:O
SN2013df,2456453.41,14.1,0.01,F,V,0.25m Telescope,ST10
SN2013df,2456453.57,14.2,0.24,F,V,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456454.7,14.46,0.18,F,V,0.32m Telescope,SBIG STL-6303
SN2013df,2456455.43,14.53,0.02,F,V,TJO 0.82m,MEIA
SN2013df,2456456.42,14.55,0.02,F,V,TJO 0.82m,MEIA
SN2013df,2456456.7,14.55,0.3,F,V,0.32m Telescope,SBIG STL-6303
SN2013df,2456456.57,14.4,0.11,F,V,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456456.9,14.73,0.04,F,V,Swift,UVOT
SN2013df,2456459.35,15.02,0.05,F,V,Swift,UVOT
SN2013df,2456459.43,14.95,0.03,F,V,TJO 0.82m,MEIA
SN2013df,2456460.17,15.06,0.05,F,V,Swift,UVOT
SN2013df,2456460.59,14.98,0.11,F,V,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456461.92,14.87,0.01,F,V,LT 2.2m,RATCam
SN2013df,2456463.82,14.85,0.05,F,V,Swift,UVOT
SN2013df,2456463.88,14.77,0.11,F,V,LT 2.2m,RATCam
SN2013df,2456465.92,14.63,0.01,F,V,LT 2.2m,RATCam
SN2013df,2456466.19,14.65,0.05,F,V,Swift,UVOT
SN2013df,2456466.42,14.61,0.03,F,V,TJO 0.82m,MEIA
SN2013df,2456467.42,14.65,0.06,F,V,TJO 0.82m,MEIA
SN2013df,2456467.97,14.55,0.06,F,V,Swift,UVOT
SN2013df,2456468.42,14.57,0.04,F,V,TJO 0.82m,MEIA
SN2013df,2456468.42,14.67,0.08,F,V,TNG 3.58m,LRS
SN2013df,2456469.42,14.57,0.04,F,V,TJO 0.82m,MEIA
SN2013df,2456469.56,14.63,0.05,F,V,Swift,UVOT
SN2013df,2456470.42,14.55,0.03,F,V,TJO 0.82m,MEIA
SN2013df,2456472.44,14.55,0.02,F,V,Asiago 1.82m,AFOSC
SN2013df,2456473.42,14.62,0.03,F,V,TJO 0.82m,MEIA
SN2013df,2456474.29,14.76,0.05,F,V,Swift,UVOT
SN2013df,2456474.42,14.68,0.03,F,V,TJO 0.82m,MEIA
SN2013df,2456475.91,14.94,0.05,F,V,Swift,UVOT
SN2013df,2456477.42,15.02,0.04,F,V,TJO 0.82m,MEIA
SN2013df,2456478.13,15.11,0.06,F,V,Swift,UVOT
SN2013df,2456478.42,15.15,0.05,F,V,TJO 0.82m,MEIA
SN2013df,2456479.42,15.23,0.04,F,V,TJO 0.82m,MEIA
SN2013df,2456479.76,15.35,0.06,F,V,Swift,UVOT
SN2013df,2456480.42,15.34,0.06,F,V,TJO 0.82m,MEIA
SN2013df,2456480.58,15.43,0.06,F,V,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456481.42,15.43,0.1,F,V,TJO 0.82m,MEIA
SN2013df,2456481.76,15.52,0.06,F,V,Swift,UVOT
SN2013df,2456482.58,15.52,0.2,F,V,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456484.25,15.84,0.09,F,V,Swift,UVOT
SN2013df,2456486.33,15.73,0.08,F,V,Swift,UVOT
SN2013df,2456487.64,15.79,0.07,F,V,Swift,UVOT
SN2013df,2456488.58,15.8,0.22,F,V,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456489.75,16.18,0.11,F,V,Swift,UVOT
SN2013df,2456492.38,15.99,0.03,F,V,Asiago 1.82m,AFOSC
SN2013df,2456493.93,16.03,0.09,F,V,LT 2.2m,IO:O
SN2013df,2456496.68,16.19,0.06,F,V,Swift,UVOT
SN2013df,2456496.42,16.13,0.07,F,V,TJO 0.82m,MEIA
SN2013df,2456495.94,16.05,0.04,F,V,LT 2.2m,IO:O
SN2013df,2456498.4,16.13,0.11,F,V,TJO 0.82m,MEIA
SN2013df,2456501.03,16.23,0.11,F,V,Swift,UVOT
SN2013df,2456503.4,16.27,0.04,F,V,TJO 0.82m,MEIA
SN2013df,2456504.73,16.38,0.07,F,V,Swift,UVOT
SN2013df,2456511.01,16.52,0.07,F,V,Swift,UVOT
SN2013df,2456617.21,18.28,0.06,F,V,LT 2.2m,IO:O
SN2013df,2456632.72,18.42,0.07,F,V,Asiago 1.82m,AFOSC
SN2013df,2456638.68,18.81,0.04,F,V,Asiago 1.82m,AFOSC
SN2013df,2456645.13,18.69,0.04,F,V,LT 2.2m,IO:O
SN2013df,2456652.28,18.84,0.06,F,V,LT 2.2m,IO:O
SN2013df,2456666.73,19.23,0.05,F,V,Asiago 1.82m,AFOSC
SN2013df,2456685.21,19.44,0.08,F,V,LT 2.2m,IO:O
SN2013df,2456700.17,19.91,0.08,F,V,LT 2.2m,IO:O
SN2013df,2456451.37,14.25,0.08,F,R,0.5m Newtonian,FLI Proline
SN2013df,2456452.4,13.77,0.07,F,R,0.3m Schmidt Cassegrain,SBIG ST10
SN2013df,2456453.41,13.74,0.08,F,R,Itagaki Astronomical Observatory,KAF-1001E
SN2013df,2456453.57,13.85,0.23,F,R,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456455.43,14.11,0.07,F,R,TJO 0.82m,MEIA
SN2013df,2456456.42,14.34,0.04,F,R,TJO 0.82m,MEIA
SN2013df,2456456.57,14.37,0.06,F,R,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456458.43,14.62,0.01,F,R,TJO 0.82m,MEIA
SN2013df,2456459.43,14.66,0.03,F,R,TJO 0.82m,MEIA
SN2013df,2456460.59,14.5,0.21,F,R,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456461.92,14.42,0.02,F,R,LT 2.2m,RATCam
SN2013df,2456463.88,14.34,0.07,F,R,LT 2.2m,RATCam
SN2013df,2456465.92,14.38,0.08,F,R,LT 2.2m,RATCam
SN2013df,2456466.42,14.26,0.04,F,R,TJO 0.82m,MEIA
SN2013df,2456467.42,14.24,0.04,F,R,TJO 0.82m,MEIA
SN2013df,2456468.42,14.19,0.04,F,R,TJO 0.82m,MEIA
SN2013df,2456468.42,14.21,0.04,F,R,TNG 3.58m,LRS
SN2013df,2456469.42,14.17,0.04,F,R,TJO 0.82m,MEIA
SN2013df,2456470.42,14.16,0.08,F,R,TJO 0.82m,MEIA
SN2013df,2456472.44,14.22,0.12,F,R,Asiago 1.82m,AFOSC
SN2013df,2456473.42,14.18,0.04,F,R,TJO 0.82m,MEIA
SN2013df,2456474.42,14.22,0.05,F,R,TJO 0.82m,MEIA
SN2013df,2456477.42,14.43,0.05,F,R,TJO 0.82m,MEIA
SN2013df,2456478.42,14.55,0.07,F,R,TJO 0.82m,MEIA
SN2013df,2456479.42,14.55,0.05,F,R,TJO 0.82m,MEIA
SN2013df,2456480.42,14.65,0.02,F,R,TJO 0.82m,MEIA
SN2013df,2456480.58,14.6,0.09,F,R,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456481.42,14.73,0.2,F,R,TJO 0.82m,MEIA
SN2013df,2456482.58,14.96,0.25,F,R,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456488.58,15.26,0.22,F,R,0.20m Schmidt Newtonian,Orion Star Shoot Pro V2
SN2013df,2456492.38,15.3,0.2,F,R,Asiago 1.82m,AFOSC
SN2013df,2456493.93,15.25,0.01,F,R,LT 2.2m,IO:O
SN2013df,2456496.42,15.37,0.07,F,R,TJO 0.82m,MEIA
SN2013df,2456495.94,15.34,0.01,F,R,LT 2.2m,IO:O
SN2013df,2456503.4,15.49,0.06,F,R,TJO 0.82m,MEIA
SN2013df,2456504.4,15.56,0.01,F,R,TJO 0.82m,MEIA
SN2013df,2456617.21,17.88,0.04,F,R,LT 2.2m,IO:O
SN2013df,2456632.72,17.92,0.05,F,R,Asiago 1.82m,AFOSC
SN2013df,2456638.68,17.97,0.04,F,R,Asiago 1.82m,AFOSC
SN2013df,2456645.13,18.34,0.04,F,R,LT 2.2m,IO:O
SN2013df,2456652.28,18.51,0.05,F,R,LT 2.2m,IO:O
SN2013df,2456666.73,18.39,0.03,F,R,Asiago 1.82m,AFOSC
SN2013df,2456685.21,19.1,0.06,F,R,LT 2.2m,IO:O
SN2013df,2456700.17,19.38,0.08,F,R,LT 2.2m,IO:O
SN2013df,2456455.43,13.96,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456456.42,14.13,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456458.43,14.39,0.01,F,I,TJO 0.82m,MEIA
SN2013df,2456459.43,14.51,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456461.92,14.46,0.03,F,I,LT 2.2m,RATCam
SN2013df,2456463.88,14.44,0.03,F,I,LT 2.2m,RATCam
SN2013df,2456465.92,14.21,0.04,F,I,LT 2.2m,RATCam
SN2013df,2456466.42,14.13,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456467.42,14.16,0.07,F,I,TJO 0.82m,MEIA
SN2013df,2456468.42,14.12,0.07,F,I,TJO 0.82m,MEIA
SN2013df,2456468.42,14.18,0.08,F,I,TNG 3.58m,LRS
SN2013df,2456469.42,14.06,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456470.42,14.02,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456472.44,14.03,0.04,F,I,Asiago 1.82m,AFOSC
SN2013df,2456473.42,14.08,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456474.42,14.08,0.07,F,I,TJO 0.82m,MEIA
SN2013df,2456477.42,14.26,0.07,F,I,TJO 0.82m,MEIA
SN2013df,2456478.42,14.43,0.07,F,I,TJO 0.82m,MEIA
SN2013df,2456479.42,14.52,0.04,F,I,TJO 0.82m,MEIA
SN2013df,2456480.42,14.5,0.06,F,I,TJO 0.82m,MEIA
SN2013df,2456481.42,14.51,0.04,F,I,TJO 0.82m,MEIA
SN2013df,2456492.38,14.93,0.05,F,I,Asiago 1.82m,AFOSC
SN2013df,2456493.93,15.18,0.01,F,I,LT 2.2m,IO:O
SN2013df,2456496.42,15.08,0.08,F,I,TJO 0.82m,MEIA
SN2013df,2456495.94,15.16,0.02,F,I,LT 2.2m,IO:O
SN2013df,2456498.4,15.11,0.08,F,I,TJO 0.82m,MEIA
SN2013df,2456503.4,15.17,0.07,F,I,TJO 0.82m,MEIA
SN2013df,2456504.4,15.2,0.05,F,I,TJO 0.82m,MEIA
SN2013df,2456617.21,17.01,0.03,F,I,LT 2.2m,IO:O
SN2013df,2456632.72,17.12,0.09,F,I,Asiago 1.82m,AFOSC
SN2013df,2456638.68,17.19,0.12,F,I,Asiago 1.82m,AFOSC
SN2013df,2456645.13,17.38,0.04,F,I,LT 2.2m,IO:O
SN2013df,2456652.28,17.46,0.03,F,I,LT 2.2m,IO:O
SN2013df,2456666.73,17.55,0.13,F,I,Asiago 1.82m,AFOSC
SN2013df,2456685.21,18.03,0.05,F,I,LT 2.2m,IO:O
SN2013df,2456700.17,18.28,0.06,F,I,LT 2.2m,IO:O
SN2013df,2456461.92,15.94,0.02,F,u,LT 2.2m,RATCam
SN2013df,2456465.92,15.99,0.32,F,u,LT 2.2m,RATCam
SN2013df,2456493.93,18.71,0.07,F,u,LT 2.2m,IO:O
SN2013df,2456495.94,18.85,0.01,F,u,LT 2.2m,IO:O
SN2013df,2456461.92,14.63,0.02,F,r,LT 2.2m,RATCam
SN2013df,2456463.87,14.64,0.04,F,r,LT 2.2m,RATCam
SN2013df,2456465.92,14.53,0.05,F,r,LT 2.2m,RATCam
SN2013df,2456493.93,15.54,0.01,F,r,LT 2.2m,IO:O
SN2013df,2456495.94,15.59,0.01,F,r,LT 2.2m,IO:O
SN2013df,2456617.21,18.05,0.03,F,r,LT 2.2m,IO:O
SN2013df,2456645.13,18.5,0.03,F,r,LT 2.2m,IO:O
SN2013df,2456652.28,18.65,0.03,F,r,LT 2.2m,IO:O
SN2013df,2456685.21,19.22,0.04,F,r,LT 2.2m,IO:O
SN2013df,2456700.17,19.58,0.05,F,r,LT 2.2m,IO:O
SN2013df,2456461.92,14.78,0.02,F,i,LT 2.2m,RATCam
SN2013df,2456463.87,14.74,0.02,F,i,LT 2.2m,RATCam
SN2013df,2456465.92,14.58,0.02,F,i,LT 2.2m,RATCam
SN2013df,2456493.93,15.52,0.01,F,i,LT 2.2m,IO:O
SN2013df,2456495.94,15.52,0.01,F,i,LT 2.2m,IO:O
SN2013df,2456617.21,17.53,0.02,F,i,LT 2.2m,IO:O
SN2013df,2456645.13,17.92,0.03,F,i,LT 2.2m,IO:O
SN2013df,2456652.28,18.02,0.02,F,i,LT 2.2m,IO:O
SN2013df,2456685.21,18.59,0.04,F,i,LT 2.2m,IO:O
SN2013df,2456700.17,18.85,0.04,F,i,LT 2.2m,IO:O
