#event,time,magnitude,magnitude error,upper limit,band,instrument,telescope
SN1999ek,2451487.79,16.648,0.025,F,H,,LCO 1.0m
SN1999ek,2451488.8,16.645,0.029,F,H,,LCO 1.0m
SN1999ek,2451489.84,16.525,0.031,F,H,,LCO 1.0m
SN1999ek,2451497.66,16.455,0.07,F,H,,Steward Observatory 2.3m
SN1999ek,2451503.64,16.296,0.059,F,H,,Steward Observatory 2.3m
SN1999ek,2451504.67,16.253,0.073,F,H,,Steward Observatory 2.3m
SN1999ek,2451473.99,16.544,0.076,F,K,,FLWO 1.2m
SN2001bt,2452055.78,16.26,0.023,F,B,,CTIO 1.5m
SN2001bt,2452061.9,15.577,0.014,F,B,,CTIO 1.5m
SN2001bt,2452061.82,15.571,0.011,F,B,,YALO 1.0m
SN2001bt,2452064.77,15.522,0.039,F,B,,YALO 1.0m
SN2001bt,2452067.83,15.668,0.012,F,B,,YALO 1.0m
SN2001bt,2452070.82,15.856,0.019,F,B,,YALO 1.0m
SN2001bt,2452073.92,16.197,0.03,F,B,,YALO 1.0m
SN2001bt,2452076.86,16.503,0.02,F,B,,YALO 1.0m
SN2001bt,2452079.89,16.945,0.03,F,B,,YALO 1.0m
SN2001bt,2452082.75,17.306,0.021,F,B,,YALO 1.0m
SN2001bt,2452085.74,17.689,0.048,F,B,,YALO 1.0m
SN2001bt,2452088.7,17.937,0.033,F,B,,YALO 1.0m
SN2001bt,2452091.68,18.156,0.045,F,B,,YALO 1.0m
SN2001bt,2452094.81,18.41,0.178,F,B,,YALO 1.0m
SN2001bt,2452097.67,18.529,0.088,F,B,,YALO 1.0m
SN2001bt,2452101.75,18.574,0.161,F,B,,YALO 1.0m
SN2001bt,2452106.64,18.791,0.088,F,B,,YALO 1.0m
SN2001bt,2452115.86,18.904,0.039,F,B,,YALO 1.0m
SN2001bt,2452122.67,18.923,0.099,F,B,,YALO 1.0m
SN2001bt,2452123.65,18.92,0.051,F,B,,YALO 1.0m
SN2001bt,2452128.75,19.121,0.077,F,B,,YALO 1.0m
SN2001bt,2452131.76,19.014,0.041,F,B,,YALO 1.0m
SN2001bt,2452055.78,16.096,0.009,F,V,,CTIO 1.5m
SN2001bt,2452061.9,15.414,0.006,F,V,,CTIO 1.5m
SN2001bt,2452061.82,15.414,0.007,F,V,,YALO 1.0m
SN2001bt,2452064.77,15.319,0.019,F,V,,YALO 1.0m
SN2001bt,2452067.83,15.317,0.008,F,V,,YALO 1.0m
SN2001bt,2452070.82,15.393,0.011,F,V,,YALO 1.0m
SN2001bt,2452073.92,15.553,0.018,F,V,,YALO 1.0m
SN2001bt,2452076.86,15.733,0.008,F,V,,YALO 1.0m
SN2001bt,2452079.89,15.967,0.017,F,V,,YALO 1.0m
SN2001bt,2452082.75,16.112,0.011,F,V,,YALO 1.0m
SN2001bt,2452085.74,16.301,0.026,F,V,,YALO 1.0m
SN2001bt,2452088.7,16.451,0.019,F,V,,YALO 1.0m
SN2001bt,2452091.68,16.678,0.017,F,V,,YALO 1.0m
SN2001bt,2452094.81,16.875,0.047,F,V,,YALO 1.0m
SN2001bt,2452096.78,16.978,0.035,F,V,,YALO 1.0m
SN2001bt,2452097.67,17.102,0.028,F,V,,YALO 1.0m
SN2001bt,2452101.75,17.409,0.061,F,V,,YALO 1.0m
SN2001bt,2452106.64,17.438,0.041,F,V,,YALO 1.0m
SN2001bt,2452115.86,17.663,0.014,F,V,,YALO 1.0m
SN2001bt,2452122.67,17.823,0.027,F,V,,YALO 1.0m
SN2001bt,2452123.65,17.869,0.011,F,V,,YALO 1.0m
SN2001bt,2452128.75,17.958,0.041,F,V,,YALO 1.0m
SN2001bt,2452131.76,18.048,0.013,F,V,,YALO 1.0m
SN2001bt,2452055.78,15.817,0.015,F,R,,CTIO 1.5m
SN2001bt,2452061.9,15.212,0.01,F,R,,CTIO 1.5m
SN2001bt,2452061.82,15.21,0.016,F,R,,YALO 1.0m
SN2001bt,2452064.77,15.147,0.073,F,R,,YALO 1.0m
SN2001bt,2452067.83,15.155,0.018,F,R,,YALO 1.0m
SN2001bt,2452070.82,15.266,0.026,F,R,,YALO 1.0m
SN2001bt,2452076.86,15.663,0.023,F,R,,YALO 1.0m
SN2001bt,2452079.89,15.778,0.028,F,R,,YALO 1.0m
SN2001bt,2452082.75,15.809,0.022,F,R,,YALO 1.0m
SN2001bt,2452085.74,15.869,0.042,F,R,,YALO 1.0m
SN2001bt,2452088.7,16.006,0.031,F,R,,YALO 1.0m
SN2001bt,2452091.68,16.144,0.031,F,R,,YALO 1.0m
SN2001bt,2452096.78,16.529,0.07,F,R,,YALO 1.0m
SN2001bt,2452097.67,16.566,0.051,F,R,,YALO 1.0m
SN2001bt,2452106.64,17.005,0.067,F,R,,YALO 1.0m
SN2001bt,2452115.86,17.285,0.025,F,R,,YALO 1.0m
SN2001bt,2452122.67,17.453,0.06,F,R,,YALO 1.0m
SN2001bt,2452123.65,17.507,0.024,F,R,,YALO 1.0m
SN2001bt,2452128.75,17.626,0.06,F,R,,YALO 1.0m
SN2001bt,2452131.76,17.75,0.025,F,R,,YALO 1.0m
SN2001bt,2452061.9,15.305,0.015,F,I,,CTIO 1.5m
SN2001bt,2452061.82,15.289,0.013,F,I,,YALO 1.0m
SN2001bt,2452064.77,15.359,0.042,F,I,,YALO 1.0m
SN2001bt,2452067.83,15.46,0.014,F,I,,YALO 1.0m
SN2001bt,2452070.82,15.567,0.019,F,I,,YALO 1.0m
SN2001bt,2452073.92,15.76,0.035,F,I,,YALO 1.0m
SN2001bt,2452076.86,15.909,0.025,F,I,,YALO 1.0m
SN2001bt,2452079.89,15.88,0.035,F,I,,YALO 1.0m
SN2001bt,2452082.75,15.771,0.019,F,I,,YALO 1.0m
SN2001bt,2452085.74,15.761,0.039,F,I,,YALO 1.0m
SN2001bt,2452088.7,15.747,0.031,F,I,,YALO 1.0m
SN2001bt,2452091.68,15.794,0.026,F,I,,YALO 1.0m
SN2001bt,2452094.81,16.044,0.079,F,I,,YALO 1.0m
SN2001bt,2452096.78,16.238,0.063,F,I,,YALO 1.0m
SN2001bt,2452097.67,16.2,0.043,F,I,,YALO 1.0m
SN2001bt,2452101.75,16.493,0.105,F,I,,YALO 1.0m
SN2001bt,2452106.64,16.733,0.061,F,I,,YALO 1.0m
SN2001bt,2452115.86,17.055,0.03,F,I,,YALO 1.0m
SN2001bt,2452122.67,17.345,0.084,F,I,,YALO 1.0m
SN2001bt,2452123.65,17.403,0.027,F,I,,YALO 1.0m
SN2001bt,2452128.75,17.605,0.062,F,I,,YALO 1.0m
SN2001bt,2452131.76,17.762,0.042,F,I,,YALO 1.0m
SN2001bt,2452061.81,15.472,0.029,F,J,,YALO 1.0m
SN2001bt,2452061.85,15.42,0.015,F,J,,LCO 2.5m
SN2001bt,2452064.76,15.342,0.073,F,J,,YALO 1.0m
SN2001bt,2452068.83,16.163,0.041,F,J,,LCO 2.5m
SN2001bt,2452069.83,16.291,0.036,F,J,,LCO 2.5m
SN2001bt,2452070.81,16.244,0.051,F,J,,YALO 1.0m
SN2001bt,2452073.92,17.029,0.118,F,J,,YALO 1.0m
SN2001bt,2452076.86,17.168,0.071,F,J,,YALO 1.0m
SN2001bt,2452079.89,17.01,0.088,F,J,,YALO 1.0m
SN2001bt,2452082.75,17.051,0.062,F,J,,YALO 1.0m
SN2001bt,2452088.7,16.649,0.042,F,J,,YALO 1.0m
SN2001bt,2452091.67,16.435,0.037,F,J,,YALO 1.0m
SN2001bt,2452094.8,16.633,0.089,F,J,,YALO 1.0m
SN2001bt,2452096.78,16.733,0.081,F,J,,YALO 1.0m
SN2001bt,2452097.66,16.785,0.047,F,J,,YALO 1.0m
SN2001bt,2452101.7,17.355,0.163,F,J,,YALO 1.0m
SN2001bt,2452106.63,17.677,0.078,F,J,,YALO 1.0m
SN2001bt,2452115.84,18.052,0.116,F,J,,YALO 1.0m
SN2001bt,2452122.65,18.904,0.234,F,J,,YALO 1.0m
SN2001bt,2452123.63,18.747,0.149,F,J,,YALO 1.0m
SN2001bt,2452128.73,19.428,0.277,F,J,,YALO 1.0m
SN2001bt,2452061.81,15.695,0.061,F,H,,YALO 1.0m
SN2001bt,2452061.85,15.645,0.02,F,H,,LCO 2.5m
SN2001bt,2452064.76,15.895,0.16,F,H,,YALO 1.0m
SN2001bt,2452068.83,16.12,0.051,F,H,,LCO 2.5m
SN2001bt,2452069.83,16.163,0.045,F,H,,LCO 2.5m
SN2001bt,2452070.81,16.087,0.091,F,H,,YALO 1.0m
SN2001bt,2452073.92,16.226,0.19,F,H,,YALO 1.0m
SN2001bt,2452076.86,16.221,0.114,F,H,,YALO 1.0m
SN2001bt,2452079.89,16.048,0.143,F,H,,YALO 1.0m
SN2001bt,2452082.75,15.93,0.094,F,H,,YALO 1.0m
SN2001bt,2452088.7,15.669,0.066,F,H,,YALO 1.0m
SN2001bt,2452091.67,15.783,0.065,F,H,,YALO 1.0m
SN2001bt,2452094.8,15.934,0.199,F,H,,YALO 1.0m
SN2001bt,2452096.78,16.077,0.13,F,H,,YALO 1.0m
SN2001bt,2452097.66,16.156,0.079,F,H,,YALO 1.0m
SN2001bt,2452101.7,16.254,0.251,F,H,,YALO 1.0m
SN2001bt,2452106.63,16.578,0.123,F,H,,YALO 1.0m
SN2001bt,2452115.84,16.942,0.184,F,H,,YALO 1.0m
SN2001bt,2452122.65,17.227,0.342,F,H,,YALO 1.0m
SN2001bt,2452123.63,17.275,0.221,F,H,,YALO 1.0m
SN2001bt,2452128.73,17.45,0.401,F,H,,YALO 1.0m
SN2001bt,2452061.81,15.562,0.078,F,K,,YALO 1.0m
SN2001bt,2452061.85,15.399,0.026,F,K,,LCO 2.5m
SN2001bt,2452064.76,15.629,0.275,F,K,,YALO 1.0m
SN2001bt,2452069.83,15.653,0.03,F,K,,LCO 2.5m
SN2001bt,2452070.81,15.944,0.208,F,K,,YALO 1.0m
SN2001bt,2452073.92,15.86,0.217,F,K,,YALO 1.0m
SN2001bt,2452076.86,15.875,0.126,F,K,,YALO 1.0m
SN2001bt,2452079.89,15.776,0.151,F,K,,YALO 1.0m
SN2001bt,2452088.7,15.743,0.096,F,K,,YALO 1.0m
SN2001bt,2452091.67,15.827,0.102,F,K,,YALO 1.0m
SN2001bt,2452101.7,17.003,0.538,F,K,,YALO 1.0m
SN2001bt,2452106.63,17.276,0.259,F,K,,YALO 1.0m
SN2001cn,2452076.8,15.716,0.057,F,U,,CTIO 0.9m
SN2001cn,2452077.79,15.805,0.059,F,U,,CTIO 0.9m
SN2001cn,2452078.8,15.868,0.062,F,U,,CTIO 0.9m
SN2001cn,2452075.85,15.559,0.013,F,B,,CTIO 0.9m
SN2001cn,2452075.84,15.639,0.014,F,B,,YALO 1.0m
SN2001cn,2452076.8,15.611,0.022,F,B,,CTIO 0.9m
SN2001cn,2452076.85,15.631,0.023,F,B,,YALO 1.0m
SN2001cn,2452077.79,15.676,0.023,F,B,,CTIO 0.9m
SN2001cn,2452078.8,15.759,0.022,F,B,,CTIO 0.9m
SN2001cn,2452079.73,15.785,0.015,F,B,,YALO 1.0m
SN2001cn,2452082.71,16.099,0.008,F,B,,YALO 1.0m
SN2001cn,2452085.71,16.425,0.009,F,B,,YALO 1.0m
SN2001cn,2452088.67,16.822,0.011,F,B,,YALO 1.0m
SN2001cn,2452091.65,17.173,0.019,F,B,,YALO 1.0m
SN2001cn,2452094.81,17.532,0.02,F,B,,YALO 1.0m
SN2001cn,2452096.72,17.729,0.059,F,B,,YALO 1.0m
SN2001cn,2452097.71,17.8,0.021,F,B,,YALO 1.0m
SN2001cn,2452101.72,18.086,0.018,F,B,,YALO 1.0m
SN2001cn,2452104.67,18.275,0.018,F,B,,YALO 1.0m
SN2001cn,2452106.67,18.379,0.016,F,B,,YALO 1.0m
SN2001cn,2452114.86,18.667,0.026,F,B,,YALO 1.0m
SN2001cn,2452117.81,18.664,0.033,F,B,,YALO 1.0m
SN2001cn,2452122.62,18.763,0.071,F,B,,YALO 1.0m
SN2001cn,2452123.61,18.757,0.035,F,B,,YALO 1.0m
SN2001cn,2452127.67,18.846,0.075,F,B,,YALO 1.0m
SN2001cn,2452130.76,18.897,0.056,F,B,,YALO 1.0m
SN2001cn,2452140.72,19.057,0.054,F,B,,YALO 1.0m
SN2001cn,2452156.71,19.127,0.08,F,B,,YALO 1.0m
SN2001cn,2452075.85,15.312,0.008,F,V,,CTIO 0.9m
SN2001cn,2452075.84,15.289,0.007,F,V,,YALO 1.0m
SN2001cn,2452076.8,15.332,0.013,F,V,,CTIO 0.9m
SN2001cn,2452076.85,15.312,0.015,F,V,,YALO 1.0m
SN2001cn,2452077.79,15.365,0.013,F,V,,CTIO 0.9m
SN2001cn,2452078.8,15.41,0.013,F,V,,CTIO 0.9m
SN2001cn,2452079.73,15.411,0.01,F,V,,YALO 1.0m
SN2001cn,2452082.71,15.556,0.005,F,V,,YALO 1.0m
SN2001cn,2452085.71,15.765,0.005,F,V,,YALO 1.0m
SN2001cn,2452088.67,15.93,0.006,F,V,,YALO 1.0m
SN2001cn,2452091.65,16.103,0.005,F,V,,YALO 1.0m
SN2001cn,2452094.81,16.264,0.005,F,V,,YALO 1.0m
SN2001cn,2452096.72,16.394,0.033,F,V,,YALO 1.0m
SN2001cn,2452097.71,16.435,0.009,F,V,,YALO 1.0m
SN2001cn,2452101.72,16.724,0.01,F,V,,YALO 1.0m
SN2001cn,2452104.67,16.901,0.006,F,V,,YALO 1.0m
SN2001cn,2452106.67,17.029,0.006,F,V,,YALO 1.0m
SN2001cn,2452114.86,17.378,0.01,F,V,,YALO 1.0m
SN2001cn,2452117.81,17.461,0.012,F,V,,YALO 1.0m
SN2001cn,2452122.62,17.634,0.03,F,V,,YALO 1.0m
SN2001cn,2452123.61,17.613,0.011,F,V,,YALO 1.0m
SN2001cn,2452127.67,17.747,0.038,F,V,,YALO 1.0m
SN2001cn,2452130.76,17.763,0.03,F,V,,YALO 1.0m
SN2001cn,2452140.72,18.059,0.022,F,V,,YALO 1.0m
SN2001cn,2452156.71,18.546,0.04,F,V,,YALO 1.0m
SN2001cn,2452075.85,15.162,0.011,F,R,,CTIO 0.9m
SN2001cn,2452075.84,15.182,0.016,F,R,,YALO 1.0m
SN2001cn,2452076.8,15.196,0.02,F,R,,CTIO 0.9m
SN2001cn,2452076.85,15.204,0.024,F,R,,YALO 1.0m
SN2001cn,2452077.79,15.233,0.02,F,R,,CTIO 0.9m
SN2001cn,2452078.8,15.3,0.019,F,R,,CTIO 0.9m
SN2001cn,2452079.73,15.35,0.019,F,R,,YALO 1.0m
SN2001cn,2452082.71,15.556,0.008,F,R,,YALO 1.0m
SN2001cn,2452085.71,15.739,0.01,F,R,,YALO 1.0m
SN2001cn,2452088.67,15.817,0.01,F,R,,YALO 1.0m
SN2001cn,2452091.65,15.865,0.008,F,R,,YALO 1.0m
SN2001cn,2452094.81,15.929,0.01,F,R,,YALO 1.0m
SN2001cn,2452096.72,15.972,0.049,F,R,,YALO 1.0m
SN2001cn,2452097.71,16.007,0.015,F,R,,YALO 1.0m
SN2001cn,2452101.72,16.232,0.017,F,R,,YALO 1.0m
SN2001cn,2452104.67,16.435,0.011,F,R,,YALO 1.0m
SN2001cn,2452106.67,16.569,0.011,F,R,,YALO 1.0m
SN2001cn,2452114.86,16.995,0.025,F,R,,YALO 1.0m
SN2001cn,2452117.81,17.071,0.023,F,R,,YALO 1.0m
SN2001cn,2452122.62,17.201,0.047,F,R,,YALO 1.0m
