#event,time,magnitude,magnitude error,upper limit,band,instrument,telescope
iPTF13ebh,56641.09,17.012,0.015,F,g,e2v,Swope
iPTF13ebh,56641.09,15.890,0.007,F,r,e2v,Swope
iPTF13ebh,56641.09,15.928,0.009,F,i,e2v,Swope
iPTF13ebh,56644.05,17.815,0.026,F,B,e2v,Swope
iPTF13ebh,56644.05,16.557,0.011,F,V,e2v,Swope
iPTF13ebh,56644.05,19.145,0.092,F,u,e2v,Swope
iPTF13ebh,56644.05,17.279,0.019,F,g,e2v,Swope
iPTF13ebh,56644.05,16.131,0.008,F,r,e2v,Swope
iPTF13ebh,56644.05,16.050,0.010,F,i,e2v,Swope
iPTF13ebh,56645.05,17.872,0.019,F,B,e2v,Swope
iPTF13ebh,56645.05,16.650,0.010,F,V,e2v,Swope
iPTF13ebh,56645.05,18.997,0.050,F,u,e2v,Swope
iPTF13ebh,56645.05,17.354,0.014,F,g,e2v,Swope
iPTF13ebh,56645.05,16.232,0.008,F,r,e2v,Swope
iPTF13ebh,56645.05,16.123,0.013,F,i,e2v,Swope
iPTF13ebh,56646.05,17.939,0.013,F,B,e2v,Swope
iPTF13ebh,56646.05,16.694,0.010,F,V,e2v,Swope
iPTF13ebh,56646.05,19.157,0.030,F,u,e2v,Swope
iPTF13ebh,56646.05,17.392,0.013,F,g,e2v,Swope
iPTF13ebh,56646.05,16.317,0.011,F,r,e2v,Swope
iPTF13ebh,56646.05,16.220,0.013,F,i,e2v,Swope
iPTF13ebh,56647.05,17.971,0.014,F,B,e2v,Swope
iPTF13ebh,56647.05,16.764,0.012,F,V,e2v,Swope
iPTF13ebh,56647.05,19.224,0.029,F,u,e2v,Swope
iPTF13ebh,56647.05,17.440,0.012,F,g,e2v,Swope
iPTF13ebh,56647.05,16.399,0.011,F,r,e2v,Swope
iPTF13ebh,56647.05,16.318,0.013,F,i,e2v,Swope
iPTF13ebh,56648.05,18.079,0.015,F,B,e2v,Swope
iPTF13ebh,56648.05,16.830,0.010,F,V,e2v,Swope
iPTF13ebh,56648.05,19.307,0.035,F,u,e2v,Swope
iPTF13ebh,56648.05,17.507,0.014,F,g,e2v,Swope
iPTF13ebh,56648.05,16.473,0.011,F,r,e2v,Swope
iPTF13ebh,56648.05,16.397,0.014,F,i,e2v,Swope
iPTF13ebh,56649.05,18.089,0.015,F,B,e2v,Swope
iPTF13ebh,56649.05,16.876,0.011,F,V,e2v,Swope
iPTF13ebh,56649.05,19.376,0.039,F,u,e2v,Swope
iPTF13ebh,56649.05,17.529,0.012,F,g,e2v,Swope
iPTF13ebh,56649.05,16.539,0.012,F,r,e2v,Swope
iPTF13ebh,56649.05,16.506,0.014,F,i,e2v,Swope
iPTF13ebh,56651.07,18.179,0.018,F,B,e2v,Swope
iPTF13ebh,56651.07,17.017,0.013,F,V,e2v,Swope
iPTF13ebh,56651.07,19.405,0.038,F,u,e2v,Swope
iPTF13ebh,56651.07,17.634,0.014,F,g,e2v,Swope
iPTF13ebh,56651.07,16.694,0.013,F,r,e2v,Swope
iPTF13ebh,56651.07,16.634,0.018,F,i,e2v,Swope
iPTF13ebh,56652.09,18.222,0.023,F,B,e2v,Swope
iPTF13ebh,56652.09,17.061,0.013,F,V,e2v,Swope
iPTF13ebh,56652.09,19.407,0.068,F,u,e2v,Swope
iPTF13ebh,56652.09,17.700,0.015,F,g,e2v,Swope
iPTF13ebh,56652.09,16.760,0.017,F,r,e2v,Swope
iPTF13ebh,56652.09,16.824,0.026,F,i,e2v,Swope
iPTF13ebh,56653.04,18.251,0.017,F,B,e2v,Swope
iPTF13ebh,56653.04,17.121,0.013,F,V,e2v,Swope
iPTF13ebh,56653.04,19.436,0.028,F,u,e2v,Swope
iPTF13ebh,56653.04,17.765,0.017,F,g,e2v,Swope
iPTF13ebh,56653.04,16.818,0.017,F,r,e2v,Swope
iPTF13ebh,56653.04,16.767,0.023,F,i,e2v,Swope
iPTF13ebh,56654.04,18.274,0.020,F,B,e2v,Swope
iPTF13ebh,56654.04,17.154,0.012,F,V,e2v,Swope
iPTF13ebh,56654.04,19.442,0.031,F,u,e2v,Swope
iPTF13ebh,56654.04,17.761,0.013,F,g,e2v,Swope
iPTF13ebh,56654.04,16.824,0.012,F,r,e2v,Swope
iPTF13ebh,56654.04,16.808,0.018,F,i,e2v,Swope
iPTF13ebh,56656.04,18.408,0.027,F,B,e2v,Swope
iPTF13ebh,56656.04,17.273,0.020,F,V,e2v,Swope
iPTF13ebh,56656.04,19.509,0.053,F,u,e2v,Swope
iPTF13ebh,56656.04,17.842,0.016,F,g,e2v,Swope
iPTF13ebh,56656.04,16.913,0.014,F,r,e2v,Swope
iPTF13ebh,56656.04,16.911,0.019,F,i,e2v,Swope
iPTF13ebh,56657.07,18.360,0.016,F,B,e2v,Swope
iPTF13ebh,56657.07,17.276,0.015,F,V,e2v,Swope
iPTF13ebh,56657.07,19.634,0.041,F,u,e2v,Swope
iPTF13ebh,56657.07,17.840,0.015,F,g,e2v,Swope
iPTF13ebh,56657.07,16.971,0.015,F,r,e2v,Swope
iPTF13ebh,56657.07,16.976,0.016,F,i,e2v,Swope
iPTF13ebh,56659.06,18.330,0.018,F,B,e2v,Swope
iPTF13ebh,56611.14,16.913,0.016,F,Y,RetroCam,du Pont
iPTF13ebh,56611.14,16.643,0.022,F,J,RetroCam,du Pont
iPTF13ebh,56611.14,16.627,0.028,F,H,RetroCam,du Pont
iPTF13ebh,56613.12,16.223,0.011,F,Y,RetroCam,du Pont
iPTF13ebh,56613.12,16.156,0.014,F,J,RetroCam,du Pont
iPTF13ebh,56613.12,16.063,0.016,F,H,RetroCam,du Pont
iPTF13ebh,56617.11,15.338,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56617.11,15.315,0.011,F,H,RetroCam,du Pont
iPTF13ebh,56622.10,15.073,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56622.10,15.059,0.009,F,J,RetroCam,du Pont
iPTF13ebh,56622.10,15.206,0.011,F,H,RetroCam,du Pont
iPTF13ebh,56623.14,15.139,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56623.14,15.058,0.009,F,J,RetroCam,du Pont
iPTF13ebh,56623.14,15.207,0.013,F,H,RetroCam,du Pont
iPTF13ebh,56624.07,15.225,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56624.07,15.196,0.009,F,J,RetroCam,du Pont
iPTF13ebh,56624.07,15.303,0.011,F,H,RetroCam,du Pont
iPTF13ebh,56638.05,15.186,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56638.05,15.996,0.012,F,J,RetroCam,du Pont
iPTF13ebh,56638.05,15.291,0.012,F,H,RetroCam,du Pont
iPTF13ebh,56648.03,15.267,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56648.03,16.317,0.014,F,J,RetroCam,du Pont
iPTF13ebh,56648.03,15.824,0.022,F,H,RetroCam,du Pont
iPTF13ebh,56650.04,15.422,0.009,F,Y,RetroCam,du Pont
iPTF13ebh,56650.04,16.552,0.019,F,J,RetroCam,du Pont
iPTF13ebh,56650.04,16.063,0.020,F,H,RetroCam,du Pont
iPTF13ebh,56653.03,15.605,0.010,F,Y,RetroCam,du Pont
iPTF13ebh,56653.03,16.884,0.023,F,J,RetroCam,du Pont
iPTF13ebh,56654.04,15.655,0.011,F,Y,RetroCam,du Pont
iPTF13ebh,56654.04,16.956,0.028,F,J,RetroCam,du Pont
iPTF13ebh,56654.04,16.277,0.035,F,H,RetroCam,du Pont
iPTF13ebh,56610.90,19.805,0.187,F,UVW1,UVOT,Swift
iPTF13ebh,56614.00,19.647,0.256,F,UVW2,UVOT,Swift
iPTF13ebh,56614.00,18.515,0.133,F,UVW1,UVOT,Swift
iPTF13ebh,56614.90,19.162,0.136,F,UVW2,UVOT,Swift
iPTF13ebh,56614.90,20.773,0.326,F,UVM2,UVOT,Swift
iPTF13ebh,56614.90,18.017,0.101,F,UVW1,UVOT,Swift
iPTF13ebh,56615.70,19.277,0.147,F,UVW2,UVOT,Swift
iPTF13ebh,56615.70,20.339,0.250,F,UVM2,UVOT,Swift
iPTF13ebh,56615.70,17.667,0.092,F,UVW1,UVOT,Swift
iPTF13ebh,56617.80,18.761,0.116,F,UVW2,UVOT,Swift
iPTF13ebh,56617.80,19.870,0.181,F,UVM2,UVOT,Swift
iPTF13ebh,56617.80,17.117,0.077,F,UVW1,UVOT,Swift
iPTF13ebh,56619.30,18.492,0.110,F,UVW2,UVOT,Swift
iPTF13ebh,56619.30,19.522,0.159,F,UVM2,UVOT,Swift
iPTF13ebh,56619.30,17.016,0.077,F,UVW1,UVOT,Swift
iPTF13ebh,56621.60,18.551,0.108,F,UVW2,UVOT,Swift
iPTF13ebh,56621.60,19.465,0.146,F,UVM2,UVOT,Swift
iPTF13ebh,56621.60,17.228,0.079,F,UVW1,UVOT,Swift
iPTF13ebh,56624.60,18.708,0.212,F,UVW2,UVOT,Swift
iPTF13ebh,56624.60,17.411,0.083,F,UVW1,UVOT,Swift
iPTF13ebh,56627.50,18.835,0.169,F,UVW2,UVOT,Swift
iPTF13ebh,56627.50,19.520,0.225,F,UVM2,UVOT,Swift
iPTF13ebh,56627.50,17.731,0.126,F,UVW1,UVOT,Swift
iPTF13ebh,56629.80,19.181,0.185,F,UVW2,UVOT,Swift
iPTF13ebh,56629.80,19.987,0.290,F,UVM2,UVOT,Swift
iPTF13ebh,56629.80,17.927,0.130,F,UVW1,UVOT,Swift
iPTF13ebh,56631.30,19.291,0.219,F,UVW2,UVOT,Swift
iPTF13ebh,56631.30,20.027,0.321,F,UVM2,UVOT,Swift
iPTF13ebh,56631.30,18.138,0.158,F,UVW1,UVOT,Swift
iPTF13ebh,56633.30,19.872,0.194,F,UVW2,UVOT,Swift
iPTF13ebh,56633.30,20.214,0.226,F,UVM2,UVOT,Swift
iPTF13ebh,56633.30,18.215,0.110,F,UVW1,UVOT,Swift
iPTF13ebh,56636.40,20.009,0.228,F,UVW2,UVOT,Swift
iPTF13ebh,56636.40,20.327,0.249,F,UVM2,UVOT,Swift
iPTF13ebh,56636.40,18.785,0.149,F,UVW1,UVOT,Swift
iPTF13ebh,56642.40,20.706,0.341,F,UVW2,UVOT,Swift
iPTF13ebh,56642.40,19.094,0.172,F,UVW1,UVOT,Swift
iPTF13ebh,56648.30,20.445,0.277,F,UVW2,UVOT,Swift
iPTF13ebh,56648.30,20.398,0.309,F,UVM2,UVOT,Swift
iPTF13ebh,56648.30,19.475,0.215,F,UVW1,UVOT,Swift
iPTF13ebh,56651.30,20.800,0.334,F,UVM2,UVOT,Swift
iPTF13ebh,56651.30,19.726,0.256,F,UVW1,UVOT,Swift
