#event,jd,magnitude,magnitude error,upper limit,band,instrument,telescope
SN2001el,2452193.85,13.913,0.019,F,U,,CTIO 1.5 m
SN2001el,2452193.85,13.565,0.014,F,B,,CTIO 1.5 m
SN2001el,2452193.85,13.007,0.013,F,V,,CTIO 1.5 m
SN2001el,2452193.85,12.988,0.015,F,R,,CTIO 1.5 m
SN2001el,2452193.85,13.374,0.015,F,I,,CTIO 1.5 m
SN2001el,2452194.78,14.009,0.019,F,U,,CTIO 1.5 m
SN2001el,2452194.78,13.651,0.014,F,B,,CTIO 1.5 m
SN2001el,2452194.78,13.056,0.013,F,V,,CTIO 1.5 m
SN2001el,2452194.78,13.032,0.015,F,R,,CTIO 1.5 m
SN2001el,2452194.78,13.375,0.015,F,I,,CTIO 1.5 m
SN2001el,2452195.75,13.793,0.027,F,B,,YALO
SN2001el,2452195.75,13.068,0.018,F,V,,YALO
SN2001el,2452195.75,13.040,0.035,F,R,,YALO
SN2001el,2452195.75,13.358,0.027,F,I,,YALO
SN2001el,2452195.83,14.188,0.019,F,U,,CTIO 1.5 m
SN2001el,2452195.83,13.779,0.014,F,B,,CTIO 1.5 m
SN2001el,2452195.83,13.130,0.013,F,V,,CTIO 1.5 m
SN2001el,2452195.83,13.103,0.015,F,R,,CTIO 1.5 m
SN2001el,2452195.83,13.440,0.015,F,I,,CTIO 1.5 m
SN2001el,2452197.71,14.450,0.019,F,U,,CTIO 1.5 m
SN2001el,2452197.71,13.989,0.014,F,B,,CTIO 1.5 m
SN2001el,2452197.71,13.230,0.013,F,V,,CTIO 1.5 m
SN2001el,2452197.71,13.175,0.015,F,R,,CTIO 1.5 m
SN2001el,2452197.71,13.462,0.015,F,I,,CTIO 1.5 m
SN2001el,2452198.71,14.544,0.019,F,U,,CTIO 1.5 m
SN2001el,2452198.71,14.086,0.014,F,B,,CTIO 1.5 m
SN2001el,2452198.71,13.265,0.013,F,V,,CTIO 1.5 m
SN2001el,2452198.71,13.156,0.015,F,R,,CTIO 1.5 m
SN2001el,2452198.71,13.359,0.015,F,I,,CTIO 1.5 m
SN2001el,2452198.80,14.155,0.008,F,B,,YALO
SN2001el,2452198.80,13.278,0.005,F,V,,YALO
SN2001el,2452198.80,13.169,0.014,F,R,,YALO
SN2001el,2452198.80,13.322,0.008,F,I,,YALO
SN2001el,2452201.81,14.506,0.012,F,B,,YALO
SN2001el,2452201.81,13.453,0.008,F,V,,YALO
SN2001el,2452201.81,13.232,0.014,F,R,,YALO
SN2001el,2452201.81,13.253,0.012,F,I,,YALO
SN2001el,2452204.78,14.804,0.016,F,B,,YALO
SN2001el,2452204.78,13.590,0.009,F,V,,YALO
SN2001el,2452204.78,13.303,0.019,F,R,,YALO
SN2001el,2452204.78,13.226,0.024,F,I,,YALO
SN2001el,2452207.77,15.090,0.012,F,B,,YALO
SN2001el,2452207.77,13.746,0.007,F,V,,YALO
SN2001el,2452207.77,13.392,0.015,F,R,,YALO
SN2001el,2452207.77,13.224,0.012,F,I,,YALO
SN2001el,2452210.82,15.357,0.013,F,B,,YALO
SN2001el,2452210.82,13.924,0.006,F,V,,YALO
SN2001el,2452210.82,13.524,0.011,F,R,,YALO
SN2001el,2452210.82,13.235,0.010,F,I,,YALO
SN2001el,2452213.68,15.554,0.015,F,B,,YALO
SN2001el,2452213.68,14.109,0.006,F,V,,YALO
SN2001el,2452213.68,13.697,0.015,F,R,,YALO
SN2001el,2452213.68,13.306,0.009,F,I,,YALO
SN2001el,2452216.73,15.727,0.011,F,B,,YALO
SN2001el,2452216.73,14.301,0.005,F,V,,YALO
SN2001el,2452216.73,13.880,0.012,F,R,,YALO
SN2001el,2452216.73,13.486,0.009,F,I,,YALO
SN2001el,2452222.75,15.998,0.020,F,B,,YALO
SN2001el,2452222.75,14.606,0.010,F,V,,YALO
SN2001el,2452222.75,14.248,0.018,F,R,,YALO
SN2001el,2452222.75,13.904,0.017,F,I,,YALO
SN2001el,2452225.72,16.060,0.012,F,B,,YALO
SN2001el,2452225.72,14.706,0.007,F,V,,YALO
SN2001el,2452225.72,14.331,0.014,F,R,,YALO
SN2001el,2452225.72,14.038,0.012,F,I,,YALO
SN2001el,2452228.73,16.149,0.016,F,B,,YALO
SN2001el,2452228.73,14.806,0.009,F,V,,YALO
SN2001el,2452228.73,14.478,0.016,F,R,,YALO
SN2001el,2452228.73,14.171,0.015,F,I,,YALO
SN2001el,2452231.71,16.198,0.017,F,B,,YALO
SN2001el,2452231.71,14.865,0.009,F,V,,YALO
SN2001el,2452231.71,14.584,0.016,F,R,,YALO
SN2001el,2452231.71,14.314,0.014,F,I,,YALO
SN2001el,2452234.73,16.215,0.016,F,B,,YALO
SN2001el,2452234.73,14.940,0.006,F,V,,YALO
SN2001el,2452234.73,14.675,0.013,F,R,,YALO
SN2001el,2452234.73,14.447,0.012,F,I,,YALO
SN2001el,2452237.73,16.265,0.017,F,B,,YALO
SN2001el,2452237.73,15.042,0.008,F,V,,YALO
SN2001el,2452237.73,14.738,0.016,F,R,,YALO
SN2001el,2452237.73,14.560,0.014,F,I,,YALO
SN2001el,2452240.73,16.282,0.020,F,B,,YALO
SN2001el,2452240.73,15.121,0.009,F,V,,YALO
SN2001el,2452240.73,14.835,0.019,F,R,,YALO
SN2001el,2452240.73,14.689,0.015,F,I,,YALO
SN2001el,2452243.71,16.333,0.021,F,B,,YALO
SN2001el,2452243.71,15.178,0.012,F,V,,YALO
SN2001el,2452243.71,14.917,0.021,F,R,,YALO
SN2001el,2452243.71,14.801,0.019,F,I,,YALO
SN2001el,2452246.78,16.383,0.038,F,B,,YALO
SN2001el,2452246.78,15.238,0.009,F,V,,YALO
SN2001el,2452246.78,15.042,0.020,F,R,,YALO
SN2001el,2452246.78,14.922,0.022,F,I,,YALO
SN2001el,2452289.64,17.695,0.037,F,U,,CTIO 0.9 m
SN2001el,2452289.64,16.924,0.013,F,B,,CTIO 0.9 m
SN2001el,2452289.64,16.349,0.006,F,V,,CTIO 0.9 m
SN2001el,2452324.55,18.685,0.023,F,U,,CTIO 0.9 m
SN2001el,2452324.55,17.500,0.011,F,B,,CTIO 0.9 m
SN2001el,2452324.55,17.072,0.013,F,V,,CTIO 0.9 m
SN2001el,2452324.55,17.294,0.008,F,R,,CTIO 0.9 m
SN2001el,2452324.55,17.401,0.031,F,I,,CTIO 0.9 m
SN2001el,2452171.84,13.607,0.021,F,J,,YALO
SN2001el,2452171.84,13.661,0.036,F,H,,YALO
SN2001el,2452171.84,13.543,0.044,F,K,,YALO
SN2001el,2452174.80,13.129,0.020,F,J,,YALO
SN2001el,2452174.80,13.161,0.037,F,H,,YALO
SN2001el,2452174.80,13.021,0.045,F,K,,YALO
SN2001el,2452177.82,12.878,0.022,F,J,,YALO
SN2001el,2452177.82,13.085,0.037,F,H,,YALO
SN2001el,2452177.82,12.831,0.046,F,K,,YALO
SN2001el,2452183.83,12.986,0.020,F,J,,YALO
SN2001el,2452183.83,13.193,0.036,F,H,,YALO
SN2001el,2452183.83,12.919,0.043,F,K,,YALO
SN2001el,2452186.79,13.177,0.020,F,J,,YALO
SN2001el,2452186.79,13.253,0.036,F,H,,YALO
SN2001el,2452186.79,13.061,0.043,F,K,,YALO
SN2001el,2452189.82,13.538,0.020,F,J,,YALO
SN2001el,2452189.82,13.239,0.036,F,H,,YALO
SN2001el,2452189.82,13.116,0.043,F,K,,YALO
SN2001el,2452192.82,14.139,0.022,F,J,,YALO
SN2001el,2452192.82,13.276,0.042,F,H,,YALO
SN2001el,2452192.82,13.142,0.051,F,K,,YALO
SN2001el,2452195.74,14.265,0.032,F,J,,YALO
SN2001el,2452195.74,13.245,0.051,F,H,,YALO
SN2001el,2452195.74,13.085,0.063,F,K,,YALO
SN2001el,2452198.79,14.290,0.068,F,J,,YALO
SN2001el,2452198.79,13.140,0.099,F,H,,YALO
SN2001el,2452198.79,13.036,0.103,F,K,,YALO
SN2001el,2452201.81,14.380,0.020,F,J,,YALO
SN2001el,2452201.81,13.045,0.036,F,H,,YALO
SN2001el,2452201.81,12.987,0.043,F,K,,YALO
SN2001el,2452202.75,14.191,0.023,F,J,,LCO 1 m
SN2001el,2452202.75,12.978,0.040,F,H,,LCO 1 m
SN2001el,2452202.75,13.035,0.036,F,K,,LCO 1 m
SN2001el,2452203.74,14.167,0.022,F,J,,LCO 1 m
SN2001el,2452203.74,12.982,0.019,F,H,,LCO 1 m
SN2001el,2452203.74,12.957,0.039,F,K,,LCO 1 m
SN2001el,2452204.70,14.174,0.025,F,J,,LCO 1 m
SN2001el,2452204.70,12.966,0.026,F,H,,LCO 1 m
SN2001el,2452204.70,12.988,0.036,F,K,,LCO 1 m
SN2001el,2452204.77,14.263,0.043,F,J,,YALO
SN2001el,2452204.77,13.084,0.071,F,H,,YALO
SN2001el,2452204.77,12.873,0.086,F,K,,YALO
SN2001el,2452207.84,14.217,0.021,F,J,,YALO
SN2001el,2452207.84,13.061,0.038,F,H,,YALO
SN2001el,2452207.84,12.941,0.045,F,K,,YALO
SN2001el,2452210.81,14.199,0.025,F,J,,YALO
SN2001el,2452210.81,13.108,0.042,F,H,,YALO
SN2001el,2452210.81,13.045,0.053,F,K,,YALO
SN2001el,2452213.67,13.997,0.023,F,J,,YALO
SN2001el,2452213.67,13.132,0.041,F,H,,YALO
SN2001el,2452213.67,13.082,0.049,F,K,,YALO
SN2001el,2452216.72,14.112,0.021,F,J,,YALO
SN2001el,2452216.72,13.259,0.039,F,H,,YALO
SN2001el,2452216.72,13.317,0.043,F,K,,YALO
SN2001el,2452222.74,14.774,0.025,F,J,,YALO
SN2001el,2452222.74,13.769,0.043,F,H,,YALO
SN2001el,2452222.74,13.867,0.058,F,K,,YALO
SN2001el,2452225.71,14.917,0.028,F,J,,YALO
SN2001el,2452225.71,13.812,0.048,F,H,,YALO
SN2001el,2452225.71,13.893,0.058,F,K,,YALO
SN2001el,2452228.72,15.204,0.026,F,J,,YALO
SN2001el,2452228.72,13.991,0.044,F,H,,YALO
SN2001el,2452228.72,14.112,0.053,F,K,,YALO
SN2001el,2452231.70,15.354,0.027,F,J,,YALO
SN2001el,2452231.70,14.090,0.045,F,H,,YALO
SN2001el,2452231.70,14.305,0.056,F,K,,YALO
SN2001el,2452234.72,15.544,0.026,F,J,,YALO
SN2001el,2452234.72,14.213,0.044,F,H,,YALO
SN2001el,2452234.72,14.404,0.059,F,K,,YALO
SN2001el,2452237.73,15.799,0.033,F,J,,YALO
SN2001el,2452237.73,14.349,0.053,F,H,,YALO
SN2001el,2452237.73,14.537,0.065,F,K,,YALO
SN2001el,2452238.79,15.713,0.020,F,J,,LCO 1 m
SN2001el,2452238.79,14.355,0.054,F,H,,LCO 1 m
SN2001el,2452238.79,14.711,0.038,F,K,,LCO 1 m
SN2001el,2452240.70,15.879,0.020,F,J,,LCO 1 m
SN2001el,2452240.70,14.514,0.039,F,H,,LCO 1 m
SN2001el,2452240.70,14.690,0.053,F,K,,LCO 1 m
SN2001el,2452240.72,15.974,0.034,F,J,,YALO
SN2001el,2452240.72,14.488,0.055,F,H,,YALO
SN2001el,2452240.72,14.711,0.077,F,K,,YALO
SN2001el,2452241.69,15.964,0.020,F,J,,LCO 1 m
SN2001el,2452241.69,14.492,0.016,F,H,,LCO 1 m
SN2001el,2452241.69,14.798,0.048,F,K,,LCO 1 m
SN2001el,2452242.69,16.030,0.025,F,J,,LCO 1 m
SN2001el,2452242.69,14.562,0.022,F,H,,LCO 1 m
SN2001el,2452242.69,14.751,0.059,F,K,,LCO 1 m
SN2001el,2452243.68,16.069,0.024,F,J,,LCO 1 m
SN2001el,2452243.68,14.548,0.080,F,H,,LCO 1 m
SN2001el,2452243.74,16.238,0.033,F,J,,YALO
SN2001el,2452243.74,14.576,0.055,F,H,,YALO
SN2001el,2452243.74,14.780,0.075,F,K,,YALO
SN2001el,2452244.71,16.089,0.046,F,J,,LCO 1 m
SN2001el,2452244.71,14.833,0.044,F,K,,LCO 1 m
SN2001el,2452246.77,16.420,0.043,F,J,,YALO
SN2001el,2452246.77,14.824,0.067,F,H,,YALO
SN2001el,2452246.77,14.938,0.081,F,K,,YALO
