NAME,CODE
비트코인캐시,BCH
비트코인,BTC
비트코인골드,BTG
대시,DASH
이더리움클래식,ETC
이더리움,ETH
아이오타,IOTA
라이트코인,LTC
퀀텀,QTUM
스텔라,STR
모네로,XMR
리플,XRP
